DATE,PLOT,INITALS,SPECIES,A2_cover,A2_pheno,A3_cover,A3_pheno,A4_cover,A4_pheno,B4_cover,B4_pheno,C4_cover,C4_pheno,D4_cover,D4_pheno,D3_cover,D3_pheno,D2_cover,D2_pheno,D1_cover,D1_pheno,C1_cover,C1_pheno,B1_cover,B1_pheno,A1_cover,A1_pheno,NOTES
20180428,1322,"MFO, RLO",TOXDIV,5,VEG,12,VEG,,,,,,,,,4,VEG,2,VEG,8,VEG,,,,,7,VEG,
20180428,1322,"MFO, RLO",RANOCC,1,FLR,,,1,FLR,,,1,VEG,,,,,1,VEG,1,FRT,,,1,FRT,,,
20180428,1322,"MFO, RLO",OSMBER,2,FRT,3,FRT,,,,,,,,,,,,,,,,,,,,,
20180428,1322,"MFO, RLO",TORARV,3,VEG,3,VEG,1,VEG,1,VEG,3,VEG,2,VEG,5,VEG,1,VEG,4,VEG,6,VEG,5,VEG,,,
20180428,1322,"MFO, RLO",GALAPA,1,FRT,3,FRT,2,FRT,2,FRT,1,FRT,,,1,FRT,2,FRT,1,FRT,1,FRT,,,2,FLR,
20180428,1322,"MFO, RLO",VICSAT,1,FLR,3,FLR,1,VEG,,,,,1,FRT,1,FLR,2,FLR,2,FLR,1,FLR,4,FLR,1,FLR,
20180428,1322,"MFO, RLO",SHEARV,1,FLR,,,,,,,,,,,1,FLR,,,,,,,,,,,
20180428,1322,"MFO, RLO",MEDPOL,1,FLR,,,1,FLR,,,,,1,FLR,,,2,FLR,,,,,,,,,
20180428,1322,"MFO, RLO",CERGLO,1,FRT,1,FRT,,,,,,,,,,,,,,,,,,,,,
20180428,1322,"MFO, RLO",GERDIS,1,FRT,,,,,1,FRT,1,FRT,1,FRT,,,1,FRT,1,FRT,,,1,FRT,,,
20180428,1322,"MFO, RLO",BRODIA,2,FLR,,,,,,,,,,,1,FLR,1,FLR,1,FLR,,,1,FLR,3,FLR,
20180428,1322,"MFO, RLO",AVEBAR,1,FLR,1,VEG,,,1,FLR,2,FLR,1,FLR,1,FLR,2,FLR,,,,,1,FLR,2,FLR,
20180428,1322,"MFO, RLO",FESPER,1,FLR,,,,,1,FLR,2,FLR,1,FLR,1,FLR,2,FLR,1,FLR,,,,,,,
20180428,1322,"MFO, RLO",CYNECH,1,VEG,1,VEG,,,,,,,1,VEG,1,VEG,1,VEG,1,VEG,,,,,,,
20180428,1322,"MFO, RLO",BROCAR,,,,,,,,,,,,,,,,,,,,,,,,,
20180428,1322,"MFO, RLO",MELGEY,,,1,VEG,,,,,,,,,1,FLR,1,VEG,,,,,,,,,
20180428,1322,"MFO, RLO",DICCAP,,,,,,,,,,,,,1,FLR,,,,,,,,,,,
20180428,1322,"MFO, RLO",CARPYC,,,1,FLR,,,,,4,FLR,,,1,FLR,,,,,,,,,,,
20180428,1322,"MFO, RLO",ELYGLA,,,1,VEG,,,,,1,FLR,1,VEG,1,FLR,1,FLR,1,VEG,,,,,,,
20180428,1322,"MFO, RLO",STARIG,1,VEG,,,,,,,,,,,1,VEG,2,VEG,2,VEG,,,,,,,
20180428,1322,"MFO, RLO",SANCRA,,,2,FRT,,,2,FRT,1,VEG,1,VEG,3,FRT,2,VEG,1,FRT,,,2,FRT,,,
20180428,1322,"MFO, RLO",STEMED,,,1,FRT,1,FRT,,,1,FRT,1,FRT,,,1,FRT,,,1,FRT,,,,,
20180428,1322,"MFO, RLO",JUNPAT,,,,,4,FRT,,,,,,,,,,,,,,,,,,,
20180428,1322,"MFO, RLO",RANMUR,,,,,1,VEG,1,VEG,,,,,,,,,,,,,,,,,
20180428,1322,"MFO, RLO",LIMDOU,,,,,,,,,,,,,,,,,,,,,,,,,
20180428,1322,"MFO, RLO",SCUCAL,,,,,2,VEG,,,,,,,,,,,,,,,,,,,
20180428,1322,"MFO, RLO",BRIMAX,,,,,5,FLR,,,,,2,FLR,,,1,VEG,2,FLR,6,FLR,2,FLR,,,
20180428,1322,"MFO, RLO",PER_SP,,,,,2,VEG,2,VEG,2,VEG,6,VEG,,,,,,,,,,,,,
20180428,1322,"MFO, RLO",CHLPOM,,,,,,,5,VEG,2,VEG,,,3,VEG,4,VEG,,,,,,,,,
20180428,1322,"MFO, RLO",GALPOR,,,,,,,,,,,,,,,,,,,,,,,,,
20180428,1322,"MFO, RLO",SANBIP,,,,,,,1,FLR,,,,,,,,,,,,,,,,,
20180428,1322,"MFO, RLO",BRADIS,,,,,,,2,FLR,3,FLR,1,FLR,1,FLR,,,,,,,,,,,
20180428,1322,"MFO, RLO",TAROFF,,,,,,,1,VEG,,,,,,,,,,,,,,,,,BACKWARD POINTING LEAVES
20180428,1322,"MFO, RLO",UNKPER,,,,,,,1,FLR,,,,,,,,,,,,,,,,,
20180428,1322,"MFO, RLO",SCAPEC,,,,,,,,,,,,,,,,,,,,,,,,,
20180428,1322,"MFO, RLO",LYSARV,,,,,,,,,2,FLR,1,FLR,,,,,,,,,1,VEG,,,
20180428,1322,"MFO, RLO",TRISUB,,,,,,,,,1,FLR,1,VEG,,,,,,,,,2,FLR,,,
20180428,1322,"MFO, RLO",SISBEL,,,,,,,,,,,1,FRT,,,,,,,,,,,,,
20180428,1322,"MFO, RLO",PLALAN,,,,,,,,,,,4,VEG,,,,,,,,,,,,,
20180428,1322,"MFO, RLO",LUZCOM,,,,,,,,,,,1,FRT,,,,,1,FRT,,,,,,,
20180428,1322,"MFO, RLO",GALPAR,,,,,,,,,,,1,VEG,1,FLR,,,,,,,1,FRT,,,
20180428,1322,"MFO, RLO",LONHIS,,,,,,,,,,,,,2,VEG,,,,,,,,,,,
20180428,1322,"MFO, RLO",CLAPER,,,,,,,,,,,,,1,FRT,,,,,,,,,,,
20180428,1322,"MFO, RLO",LACSER,,,,,,,,,,,,,,,1,VEG,,,,,,,,,
20180428,1322,"MFO, RLO",HYPGLA,,,,,,,,,,,,,,,,,,,1,VEG,,,,,
20180428,1322,"MFO, RLO",SONASP,,,,,,,,,,,,,,,,,,,,,,,,,
20180428,1322,"MFO, RLO",LATVES,,,,,,,,,,,,,,,,,,,,,,,,,
20180428,1322,"MFO, RLO",CARDEN,,,,,,,,,,,,,,,,,,,,,,,,,
20180428,1322,"MFO, RLO",CERVUL,,,,,,,,,,,,,,,,,,,,,,,,,
20180428,1322,"MFO, RLO",RUM_SP,,,,,,,,,,,,,,,,,,,,,,,,,
20180428,1322,"MFO, RLO",ACHMIL,1,VEG,,,,,,,,,,,,,,,,,,,,,,,
