"Plot Title: PPW1329_10008102"
"#","Date Time, GMT-08:00","Temp, °C (LGR S/N: 10008102, SEN S/N: 10008102)","RH, % (LGR S/N: 10008102, SEN S/N: 10008102)","DewPt, °C (LGR S/N: 10008102, SEN S/N: 10008102)","Coupler Detached (LGR S/N: 10008102)","Coupler Attached (LGR S/N: 10008102)","Stopped (LGR S/N: 10008102)","End Of File (LGR S/N: 10008102)"
1,01/20/14 12:00:00 PM,17.415,26.869,-1.638,Logged,,,
2,01/20/14 12:30:00 PM,17.938,24.356,-2.579,,,,
3,01/20/14 01:00:00 PM,19.056,23.758,-1.989,,,,
4,01/20/14 01:30:00 PM,20.865,24.631,0.053,,,,
5,01/20/14 02:00:00 PM,21.103,25.801,0.925,,,,
6,01/20/14 02:30:00 PM,21.294,23.777,-0.095,,,,
7,01/20/14 03:00:00 PM,21.461,22.149,-0.981,,,,
8,01/20/14 03:30:00 PM,21.318,23.301,-0.367,,,,
9,01/20/14 04:00:00 PM,21.079,23.285,-0.577,,,,
10,01/20/14 04:30:00 PM,20.650,24.955,0.060,,,,
11,01/20/14 05:00:00 PM,19.746,27.451,0.662,,,,
12,01/20/14 05:30:00 PM,17.843,31.226,0.859,,,,
13,01/20/14 06:00:00 PM,16.606,32.237,0.230,,,,
14,01/20/14 06:30:00 PM,15.175,35.495,0.321,,,,
15,01/20/14 07:00:00 PM,16.010,32.052,-0.372,,,,
16,01/20/14 07:30:00 PM,15.557,32.731,-0.475,,,,
17,01/20/14 08:00:00 PM,15.294,33.947,-0.196,,,,
18,01/20/14 08:30:00 PM,14.218,36.240,-0.238,,,,
19,01/20/14 09:00:00 PM,13.786,37.899,-0.002,,,,
20,01/20/14 09:30:00 PM,13.570,38.484,0.017,,,,
21,01/20/14 10:00:00 PM,13.522,37.262,-0.472,,,,
22,01/20/14 10:30:00 PM,13.449,37.800,-0.339,,,,
23,01/20/14 11:00:00 PM,13.353,37.566,-0.511,,,,
24,01/20/14 11:30:00 PM,13.209,37.743,-0.575,,,,
25,01/21/14 12:00:00 AM,13.305,37.753,-0.485,,,,
26,01/21/14 12:30:00 AM,12.171,40.304,-0.603,,,,
27,01/21/14 01:00:00 AM,12.509,39.390,-0.613,,,,
28,01/21/14 01:30:00 AM,13.161,37.993,-0.526,,,,
29,01/21/14 02:00:00 AM,13.064,36.767,-1.065,,,,
30,01/21/14 02:30:00 AM,12.437,38.460,-1.006,,,,
31,01/21/14 03:00:00 AM,12.195,36.678,-1.872,,,,
32,01/21/14 03:30:00 AM,10.883,41.106,-1.496,,,,
33,01/21/14 04:00:00 AM,10.026,42.886,-1.698,,,,
34,01/21/14 04:30:00 AM,10.369,38.873,-2.714,,,,
35,01/21/14 05:00:00 AM,10.956,37.508,-2.673,,,,
36,01/21/14 05:30:00 AM,10.198,39.896,-2.518,,,,
37,01/21/14 06:00:00 AM,11.370,35.570,-3.024,,,,
38,01/21/14 06:30:00 AM,11.613,29.574,-5.313,,,,
39,01/21/14 07:00:00 AM,12.606,29.462,-4.503,,,,
40,01/21/14 07:30:00 AM,9.731,35.854,-4.373,,,,
41,01/21/14 08:00:00 AM,9.015,37.179,-4.526,,,,
42,01/21/14 08:30:00 AM,11.151,35.003,-3.436,,,,
43,01/21/14 09:00:00 AM,9.386,40.026,-3.206,,,,
44,01/21/14 09:30:00 AM,9.089,42.775,-2.584,,,,
45,01/21/14 10:00:00 AM,10.271,34.981,-4.224,,,,
46,01/21/14 10:30:00 AM,11.953,34.084,-3.088,,,,
47,01/21/14 11:00:00 AM,12.582,31.680,-3.533,,,,
48,01/21/14 11:30:00 AM,15.055,24.487,-4.943,,,,
49,01/21/14 12:00:00 PM,17.439,19.234,-6.314,,,,
50,01/21/14 12:30:00 PM,17.938,19.434,-5.758,,,,
51,01/21/14 01:00:00 PM,19.151,18.029,-5.826,,,,
52,01/21/14 01:30:00 PM,21.103,15.849,-6.089,,,,
53,01/21/14 02:00:00 PM,21.939,13.934,-7.281,,,,
54,01/21/14 02:30:00 PM,22.657,12.913,-7.823,,,,
55,01/21/14 03:00:00 PM,22.944,13.348,-7.117,,,,
56,01/21/14 03:30:00 PM,22.609,13.333,-7.395,,,,
57,01/21/14 04:00:00 PM,22.537,11.852,-9.164,,,,
58,01/21/14 04:30:00 PM,22.489,17.520,-3.530,,,,
59,01/21/14 05:00:00 PM,21.628,19.065,-3.007,,,,
60,01/21/14 05:30:00 PM,20.055,18.010,-5.106,,,,
61,01/21/14 06:00:00 PM,18.699,21.561,-3.664,,,,
62,01/21/14 06:30:00 PM,17.819,22.997,-3.489,,,,
63,01/21/14 07:00:00 PM,17.177,24.302,-3.253,,,,
64,01/21/14 07:30:00 PM,16.511,25.630,-3.073,,,,
65,01/21/14 08:00:00 PM,15.438,27.382,-3.068,,,,
66,01/21/14 08:30:00 PM,16.082,28.297,-2.056,,,,
67,01/21/14 09:00:00 PM,15.867,28.810,-1.990,,,,
68,01/21/14 09:30:00 PM,15.986,26.893,-2.849,,,,
69,01/21/14 10:00:00 PM,16.058,25.497,-3.531,,,,
70,01/21/14 10:30:00 PM,15.175,24.630,-4.761,,,,
71,01/21/14 11:00:00 PM,15.055,26.688,-3.752,,,,
72,01/21/14 11:30:00 PM,14.745,26.066,-4.344,,,,
73,01/22/14 12:00:00 AM,14.361,26.900,-4.237,,,,
74,01/22/14 12:30:00 AM,13.137,28.751,-4.377,,,,
75,01/22/14 01:00:00 AM,12.727,30.061,-4.124,,,,
76,01/22/14 01:30:00 AM,12.920,28.865,-4.511,,,,
77,01/22/14 02:00:00 AM,12.823,29.545,-4.276,,,,
78,01/22/14 02:30:00 AM,12.751,29.638,-4.296,,,,
79,01/22/14 03:00:00 AM,12.364,30.618,-4.189,,,,
80,01/22/14 03:30:00 AM,12.340,30.224,-4.386,,,,
81,01/22/14 04:00:00 AM,12.413,28.757,-5.001,,,,
