Plot ID,   PPW1327,Date,20180803,,Samplers,"MK, MO, AC, KO",,
Notes,New Hobo launched today - no data to download because was not originally launched properly,,,,,,,
Hobos downloaded? ,,Old Hobo:,N,New Hobo:,Y,,,
GPS Coordinates - Plot Corners,,,,,,,,
Southwest Reference,,Northwest Reference,,Northeast Reference,,,  Southeast Reference,
UTM-E:,,UTM-E:,,UTM-E:,,,UTM-E:,
UTM-N:,,UTM-N:,,UTM-N:,,,UTM-N:,
Pictures? (check if complete),,,Slope,,,Aspect ,,
Quads Completed: ,,,,,,,,
,Start Tag: ,,End Tag:,,,,,
Soil Depth (cm),,,,,,,,
B2SW-,"S6,W8,N2,E7",B4SW-,"E4,N1,S5,W8",D2SW-,"E7,S9,W4,N9",,D4SW-,"W8,S5,E7,N4"
C3SW(center)- ,"W8,N3,E6,S10",,,,,,,
Enviromental Notes: ,,,,,,,,
,,,,,,,,
,,,,,,,,
Quad ,% Bedrock ,% Soil,% Boulder,% Fine,% Herb ,% Litter,Total,Notes
A1,0,18,5,5,30,42,100,
A2,0,15,2,3,20,60,100,
A3,0,10,5,5,20,60,100,
A4,0,15,3,7,15,60,100,
B1,0,18,10,2,35,35,100,
B2,0,5,7,3,45,40,100,
B3,0,10,10,3,22,55,100,
B4,0,12,2,8,18,60,100,
C1,0,5,10,3,22,60,100,
C2,0,5,15,3,40,37,100,
C3,0,5,12,8,20,55,100,
C4,0,15,5,18,20,42,100,
D1,0,2,10,3,30,55,100,
D2,0,3,25,2,25,45,100,
D3,0,12,5,15,18,50,100,
D4,0,13,5,15,20,42,95,
