Plot ID,   PPW1338,Date,20180725,,Samplers,"MK,KO,MO,AC",,
Notes,,,,,,,,
Hobos downloaded? ,,Old Hobo:,YES,New Hobo:,YES,,,
GPS Coordinates - Plot Corners,,,,,,,,
Southwest Reference,,Northwest Reference,,Northeast Reference,,,  Southeast Reference,
UTM-E:,,UTM-E:,,UTM-E:,,,UTM-E:,
UTM-N:,,UTM-N:,,UTM-N:,,,UTM-N:,
Pictures? (check if complete),,,Slope,,,Aspect ,,
Quads Completed: ,,,,,,,,
,Start Tag: ,,End Tag:,,,,,
Soil Depth (cm),,,,,,,,
B2SW-,"W0,S7,E12,N5",B4SW-,"W7,S12,E1,N4",D2SW-,"W3,S1,EO,N2",,D4SW-,"W2,N9,E6,S15"
C3SW(center)- ,"S4,E7,N5,W15",,,,,,,
Enviromental Notes: ,,,,,,,,
,,,,,,,,
,,,,,,,,
Quad ,% Bedrock ,% Soil,% Boulder,% Fine,% Herb ,% Litter,Total,Notes
A1,0,10,2,5,13,70,,
A2,0,15,10,5,15,55,,
A3,27,10,8,5,5,45,,
A4,10,15,40,5,15,15,,
B1,0,25,15,5,15,40,,
B2,0,20,1,4,15,60,,
B3,15,25,10,5,5,40,,
B4,10,42,15,3,3,25,,
C1,0,15,20,10,10,45,,
C2,0,20,10,5,15,40,,
C3,5,35,5,12,5,38,,
C4,0,33,10,5,10,42,,
D1,5,25,30,5,15,20,,
D2,15,40,10,5,10,20,,
D3,12,25,10,10,8,30,,
D4,0,20,5,5,25,45,,
