Plot ID,   PPW1306,Date,20180718,,Samplers,"MK,MO,AC,KO",,
Notes,,,,,,,,
Hobos downloaded? ,,Old Hobo:,NA ,New Hobo:,YES,,,
GPS Coordinates - Plot Corners,,,,,,,,
Southwest Reference,,Northwest Reference,,Northeast Reference,,,  Southeast Reference,
UTM-E:,,UTM-E:,,UTM-E:,,,UTM-E:,
UTM-N:,,UTM-N:,,UTM-N:,,,UTM-N:,
Pictures? (check if complete),,,Slope,,,Aspect ,,
Quads Completed: ,,,,,,,,
,Start Tag: ,,End Tag:,,,,,
Soil Depth (cm),,,,,,,,
B2SW-,"S44,E29,N37,W43",B4SW-,"W6,N48,E62,S78",D2SW-,"N37,W42,S34,E42",,D4SW-,"E28,N24,W40,S34"
C3SW(center)- ,"W44,S65,E43,N48",,,,,,,
Enviromental Notes: ,,canopy cover counts are closed- subtract above values from 96,,,,,,
,,,,,,,,
,,,,,,,,
Quad ,% Bedrock ,% Soil,% Boulder,% Fine,% Herb ,% Litter,Total,Notes
A1, ,40,,5,40,15,100,
A2,,35,2,5,35,23,100,
A3,,50,,10,25,15,100,
A4,,45,,5,30,20,100,
B1,,70,,5,10,15,100,
B2,,70,,5,15,10,100,
B3,,40,,10,30,20,100,
B4,,35,,5,35,25,100,
C1,1,65,2,5,15,12,100,
C2,,55,,5,15,25,100,
C3,,45,,5,30,20,100,
C4,,25,,5,45,25,100,
D1,,70,1,9,10,10,100,
D2,,70,,10,5,15,100,
D3,,55,,5,20,20,100,
D4,,40,,5,40,15,100,
