DATE,PLOT,INITALS,SPECIES,A1_cover,A1_pheno,A2_cover,A2_pheno,A3_cover,A3_pheno,A4_cover,A4_pheno,B4_cover,B4_pheno,C4_cover,C4_pheno,D4_cover,D4_pheno,D3_cover,D3_pheno,D2_cover,D2_pheno,D1_cover,D1_pheno,C1_cover,C1_pheno,B1_cover,B1_pheno,NOTES
20160419,1324,"MFO, PW, HF",VICSAT,2,FLR,3,VEG,,,,,2,FLR,4,FLR,1,FLR,2,FLR,1,FLR,1,FLR,2,FLR,1,FLR,GOPHER IN D1!
20160419,1324,"MFO, PW, HF",BRIMAX,1,VEG,1,FLR,,,1,VEG,1,FLR,1,FLR,,,1,VEG,1,FLR,,,1,FLR,1,VEG,
20160419,1324,"MFO, PW, HF",TORARV,3,VEG,4,VEG,,,,,1,VEG,3,VEG,2,VEG,1,VEG,1,VEG,,,2,VEG,2,VEG,
20160419,1324,"MFO, PW, HF",ACHMIL,,,2,VEG,,,,,,,,,,,,,,,,,,,,,
20160419,1324,"MFO, PW, HF",RANOCC,,,,,,,,,,,1,FRT,2,VEG,,,2,FRT,1,VEG,,,1,VEG,
20160419,1324,"MFO, PW, HF",BRODIA,2,FLR,1,FLR,1,FLR,1,FLR,1,FLR,1,FLR,1,FLR,1,FLR,1,FLR,1,FLR,1,FLR,1,FLR,
20160419,1324,"MFO, PW, HF",CHLPOM,1,VEG,3,VEG,,,,,4,VEG,,,,,,,,,,,,,,,
20160419,1324,"MFO, PW, HF",BROCAR,2,FLR,1,VEG,,,1,VEG,,,,,,,,,,,,,,,,,
20160419,1324,"MFO, PW, HF",TOXDIV,,,,,3,VEG,2,VEG,9,VEG,2,VEG,1,VEG,,,,,2,VEG,,,,,
20160419,1324,"MFO, PW, HF",GALCAL,,,2,FRT,2,VEG,4,VEG,2,VEG,3,VEG,,,,,,,,,,,,,
20160419,1324,"MFO, PW, HF",GALAPA,1,FRT,1,FRT,3,FRT,1,FRT,1,FRT,2,FRT,2,FRT,1,FRT,1,FRT,1,FRT,2,FRT,1,FRT,
20160419,1324,"MFO, PW, HF",SANCRA,3,VEG,1,VEG,,,2,FRT,3,VEG,4,VEG,2,VEG,2,FRT,14,VEG,1,VEG,3,VEG,11,FRT,
20160419,1324,"MFO, PW, HF",MELGEY,,,,,,,1,VEG,,,,,,,,,1,FLR,1,VEG,,,2,FLR,
20160419,1324,"MFO, PW, HF",MELTOR,,,,,,,1,VEG,1,VEG,,,,,,,,,,,,,,,
20160419,1324,"MFO, PW, HF",BRADIS,2,FLR,,,,,,,1,VEG,1,FLR,,,,,,,1,FLR,,,,,
20160419,1324,"MFO, PW, HF",CARCAL,1,VEG,,,,,,,1,VEG,,,1,VEG,,,1,VEG,,,,,1,VEG,
20160419,1324,"MFO, PW, HF",DICCAP,2,FLR,,,,,,,,,2,VEG,1,VEG,1,FLR,2,VEG,,,1,VEG,4,VEG,
20160419,1324,"MFO, PW, HF",CARTUM,,,,,,,,,,,,,2,FLR,,,1,VEG,,,,,,,
20160419,1324,"MFO, PW, HF",GALPOR,,,,,,,,,,,,,,,,,,,,,,,,,
20160419,1324,"MFO, PW, HF",ANIMAD,,,,,,,,,,,,,,,,,,,1,VEG,,,,,
20160419,1324,"MFO, PW, HF",NEMHET,1,FRT,,,,,,,,,,,,,1,FLR,,,,,,,,,
20160419,1324,"MFO, PW, HF",POLCAL,,,,,,,,,,,,,,,,,,,,,,,,,milkwhort
20160419,1324,"MFO, PW, HF",SCAPEC,,,,,,,,,,,,,,,,,,,,,1,FRT,,,
20160419,1324,"MFO, PW, HF",CARPYC,,,,,,,,,,,,,,,,,,,,,,,,,
20160419,1324,"MFO, PW, HF",CYNECH,,,,,,,,,,,,,,,,,,,,,,,,,
20160419,1324,"MFO, PW, HF",FESCAL,,,,,,,,,,,,,,,,,,,,,,,,,
20160419,1324,"MFO, PW, HF",VICAME,,,,,,,,,,,,,,,,,,,,,,,,,
20160419,1324,"MFO, PW, HF",LONHIS,,,,,,,,,,,,,,,,,,,,,,,,,
20160419,1324,"MFO, PW, HF",ELYGLA,,,,,,,,,,,,,,,,,,,,,,,,,
20160419,1324,"MFO, PW, HF",MADGRA,,,,,,,,,,,,,,,,,,,,,,,,,
20160419,1324,"MFO, PW, HF",OSMBER,,,,,,,,,,,,,,,,,,,,,,,,,
20160419,1324,"MFO, PW, HF",STEMED,,,,,,,,,,,,,,,,,,,,,,,,,
