DATE,PLOT,INITALS,SPECIES,A1_cover,A1_pheno,A2_cover,A2_pheno,A3_cover,A3_pheno,A4_cover,A4_pheno,B4_cover,B4_pheno,C4_cover,C4_pheno,D4_cover,D4_pheno,D3_cover,D3_pheno,D2_cover,D2_pheno,D1_cover,D1_pheno,C1_cover,C1_pheno,B1_cover,B1_pheno,NOTES
20160418,1309,"MFO, PW, HF",BRIMAX,4,FLR,9,FLR,12,FLR,8,FLR,2,FLR,,,,,4,FLR,3,FLR,5,FLR,3,FLR,4,FLR,
20160418,1309,"MFO, PW, HF",SANCRA,2,VEG,1,VEG,7,FRT,8,VEG,2,VEG,6,VEG,1,VEG,5,VEG,2,VEG,2,VEG,2,VEG,1,VEG,
20160418,1309,"MFO, PW, HF",RANOCC,,,1,FRT,2,FRT,1,FRT,1,VEG,1,FRT,1,VEG,1,VEG,,,1,VEG,,,,,
20160418,1309,"MFO, PW, HF",TORARV,1,VEG,1,VEG,1,VEG,5,VEG,2,VEG,3,VEG,5,VEG,4,VEG,2,VEG,2,VEG,2,VEG,,,
20160418,1309,"MFO, PW, HF",VICSAT,2,FRT,2,FRT,1,FRT,1,FRT,1,FRT,2,FRT,4,FRT,3,FRT,3,FRT,3,FRT,1,FRT,1,FRT,
20160418,1309,"MFO, PW, HF",BRODIA,3,FLR,1,FLR,1,FLR,1,FLR,1,FLR,1,FLR,4,FLR,2,FLR,,,2,FLR,1,FLR,2,FLR,
20160418,1309,"MFO, PW, HF",CARPYC,2,VEG,1,VEG,,,,,,,,,5,VEG,,,3,VEG,1,VEG,,,,,
20160418,1309,"MFO, PW, HF",ANIMAD,,,,,2,FLR,1,VEG,,,,,,,,,,,,,,,,,
20160418,1309,"MFO, PW, HF",AVEBAR,,,,,1,FLR,,,,,,,,,,,1,FLR,,,1,FLR,,,
20160418,1309,"MFO, PW, HF",CYNECH,,,,,1,VEG,,,,,,,,,,,,,,,,,,,
20160418,1309,"MFO, PW, HF",ELYGLA,,,,,,,,,,,,,,,,,,,,,,,,,
20160418,1309,"MFO, PW, HF",DICCAP,,,,,,,,,,,,,,,,,,,,,,,,,
20160418,1309,"MFO, PW, HF",BRADIS,,,,,,,,,13,FLR,4,FLR,5,FLR,1,FLR,4,FLR,7,FLR,,,,,
20160418,1309,"MFO, PW, HF",GERMOL,,,,,,,,,1,FLR,2,FRT,,,,,,,,,,,,,
20160418,1309,"MFO, PW, HF",DICCON,,,,,,,,,1,FLR,,,,,,,,,,,,,,,
20160418,1309,"MFO, PW, HF",GALAPA,1,FRT,,,,,,,,,,,2,FLR,1,FRT,,,,,2,FRT,,,
20160418,1309,"MFO, PW, HF",BROCAR,1,FLR,,,,,,,,,,,,,,,,,,,,,,,
20160418,1309,"MFO, PW, HF",STEMED,,,,,,,,,,,,,1,FRT,,,,,,,5,FRT,,,
20160418,1309,"MFO, PW, HF",CARCAL,,,,,,,,,,,,,,,1,VEG,,,,,,,,,
20160418,1309,"MFO, PW, HF",GERDIS,,,,,,,,,,,,,,,,,1,FRT,1,FRT,,,,,
20160418,1309,"MFO, PW, HF",TOXDIV,,,,,,,,,,,,,,,,,1,VEG,,,,,,,
20160418,1309,"MFO, PW, HF",FESCAL,,,,,,,,,,,,,,,,,,,,,,,,,
20160418,1309,"MFO, PW, HF",CLAPER,,,,,,,,,,,,,,,,,,,,,,,,,
20160418,1309,"MFO, PW, HF",MEDPOL,,,,,,,,,,,,,,,,,,,,,,,,,
20160418,1309,"MFO, PW, HF",GALPOR,,,,,,,,,,,,,,,,,,,,,,,,,
20160418,1309,"MFO, PW, HF",LATVES,,,,,,,,,,,,,,,,,,,,,,,,,
20160418,1309,"MFO, PW, HF",LYSARV,,,,,,,,,,,,,,,,,,,,,,,,,
