DATE,PLOT,INITALS,SPECIES,A1_cover,A1_pheno,A2_cover,A2_pheno,A3_cover,A3_pheno,A4_cover,A4_pheno,B4_cover,B4_pheno,C4_cover,C4_pheno,D4_cover,D4_pheno,D3_cover,D3_pheno,D2_cover,D2_pheno,D1_cover,D1_pheno,C1_cover,C1_pheno,B1_cover,B1_pheno,NOTES
20160413,1325,"RO, MFO, MMJ PW",FESCAL,,,1,VEG,4,VEG,1,VEG,30,VEG,16,VEG,,,,,5,VEG,,,,,,,
20160413,1325,"RO, MFO, MMJ PW",IRIFER,1,FLR,,,,,,,,,,,,,,,,,,,,,,,
20160413,1325,"RO, MFO, MMJ PW",SANCRA,,,,,,,,,,,,,,,,,,,,,,,,,"in plot, not subplots. unclear, may be SANLAC"
20160413,1325,"RO, MFO, MMJ PW",RANOCC,,,1,VEG,,,4,VEG,1,VEG,1,VEG,2,FRT,2,FRT,2,FRT,,,,,,,
20160413,1325,"RO, MFO, MMJ PW",BRADIS,4,VEG,2,VEG,1,VEG,1,VEG,,,,,3,VEG,10,VEG,5,VEG,1,VEG,5,VEG,,,*changed from CYNECH to BRADIS on 4/14 after keying (hairy nodes!)
20160413,1325,"RO, MFO, MMJ PW",VICSAT,,,,,,,1,FRT,1,FLR,2,FLR,,,1,VEG,,,,,,,,,
20160413,1325,"RO, MFO, MMJ PW",LATANG,1,VEG,2,VEG,,,3,VEG,4,VEG,1,VEG,2,VEG,4,VEG,3,VEG,1,VEG,6,FLR,4,VEG,C4 may also have LATSPH (both in flower in the plot
20160413,1325,"RO, MFO, MMJ PW",SANLAC,2,VEG,2,VEG,1,VEG,6,FRT,4,FRT,3,VEG,1,VEG,2,VEG,1,VEG,1,FRT,30,FLR,6,FRT,
20160413,1325,"RO, MFO, MMJ PW",CARCAL,,,1,VEG,2,FRT,1,VEG,2,VEG,,,,,,,,,2,FRT,,,1,VEG,
20160413,1325,"RO, MFO, MMJ PW",MELGEY,,,,,2,FLR,,,1,FLR,1,VEG,1,VEG,,,,,,,,,,,
20160413,1325,"RO, MFO, MMJ PW",FRILAT,,,,,,,,,,,,,,,,,,,,,,,1,VEG,"*originally entered as DICCAP, but leaves narrow & cylindrical in B1, likely FRILAT or TRISP"
20160413,1325,"RO, MFO, MMJ PW",GALAPA,5,FRT,1,FLR,5,FLR,1,FLR,1,FRT,1,FRT,4,FRT,,,3,FRT,2,FRT,,,1,FLR,
20160413,1325,"RO, MFO, MMJ PW",ANIMAD,1,VEG,1,VEG,,,,,1,VEG,,,,,1,VEG,1,VEG,1,VEG,,,2,VEG,
20160413,1325,"RO, MFO, MMJ PW",MELTOR,,,2,VEG,,,,,,,,,,,,,,,,,,,,,
20160413,1325,"RO, MFO, MMJ PW",TORARV,1,VEG,1,VEG,1,VEG,1,VEG,,,1,VEG,,,1,VEG,1,VEG,1,VEG,2,VEG,,,
20160413,1325,"RO, MFO, MMJ PW",TOXDIV,,,,,1,VEG,,,,,,,,,,,,,,,,,,,
20160413,1325,"RO, MFO, MMJ PW",BRODIA,,,1,FLR,1,VEG,2,FLR,3,FLR,1,FLR,,,1,FLR,,,2,FLR,1,VEG,,,
20160413,1325,"RO, MFO, MMJ PW",LUZCOM,,,,,,,1,FRT,1,FRT,1,FRT,2,FRT,1,FRT,1,FRT,2,FRT,3,FRT,,,
20160413,1325,"RO, MFO, MMJ PW",FESBRO,2,FLR,,,,,1,FLR,1,FLR,,,1,FLR,1,FLR,1,FLR,1,FLR,1,FLR,1,FLR,
20160413,1325,"RO, MFO, MMJ PW",OSMBER,,,,,,,1,VEG,,,,,,,,,,,,,,,,,
20160413,1325,"RO, MFO, MMJ PW",GALPOR,,,,,,,1,VEG,,,,,,,,,,,,,,,,,likes manzanitas
20160413,1325,"RO, MFO, MMJ PW",UNKPER,,,,,,,1,VEG,,,,,,,,,,,,,,,,,
20160413,1325,"RO, MFO, MMJ PW",ACMPAR,1,FLR,,,,,,,,,,,,,,,1,FLR,,,,,,,
20160413,1325,"RO, MFO, MMJ PW",TRIBIF,,,,,,,,,1,FLR,,,,,2,FLR,,,1,FLR,,,,,variety decipiens
20160413,1325,"RO, MFO, MMJ PW",AGOGRA,,,,,,,,,,,,,,,,,,,,,,,,,
20160413,1325,"RO, MFO, MMJ PW",BRIMAX,1,VEG,,,1,VEG,1,VEG,3,FLR,,,,,1,VEG,,,2,VEG,,,4,FLR,
20160413,1325,"RO, MFO, MMJ PW",CHLPOM,,,,,,,,,5,VEG,17,VEG,,,,,,,,,,,,,
20160413,1325,"RO, MFO, MMJ PW",LATSPH,,,,,,,,,,,,,,,,,,,,,,,,,
