DATE,PLOT,INITALS,SPECIES,A1_cover,A1_pheno,A2_cover,A2_pheno,A3_cover,A3_pheno,A4_cover,A4_pheno,B4_cover,B4_pheno,C4_cover,C4_pheno,D4_cover,D4_pheno,D3_cover,D3_pheno,D2_cover,D2_pheno,D1_cover,D1_pheno,C1_cover,C1_pheno,B1_cover,B1_pheno,NOTES
20160415,1340,"MFO, PW",TOXDIV,,,,,1,VEG,1,VEG,1,VEG,,,,,,,,,1,VEG,,,2,VEG,
20160415,1340,"MFO, PW",TORARV,,,,,,,,,,,,,,,,,,,1,VEG,,,,,
20160415,1340,"MFO, PW",LONHIS,2,VEG,,,1,VEG,1,VEG,,,,,3,VEG,,,,,,,,,3,VEG,
20160415,1340,"MFO, PW",ANIMAD,,,1,VEG,,,,,,,,,,,,,,,,,1,VEG,,,
20160415,1340,"MFO, PW",GALCAL,,,,,1,VEG,,,,,,,,,,,,,,,,,,,
20160415,1340,"MFO, PW",POLCAL,1,VEG,,,,,,,,,1,VEG,,,,,,,,,,,,,MILKWHORT
20160415,1340,"MFO, PW",TOXFRE,,,,,,,,,1,VEG,1,VEG,,,,,,,,,,,,,
20160415,1340,"MFO, PW",SANCRA,,,,,,,,,1,VEG,,,,,,,,,,,,,,,
20160415,1340,"MFO, PW",STARIG,,,,,,,,,1,VEG,2,VEG,,,,,,,,,,,,,
20160415,1340,"MFO, PW",LATVES,,,,,,,,,1,VEG,,,1,VEG,,,,,,,,,,,
20160415,1340,"MFO, PW",IRIMAC,,,,,,,,,,,2,VEG,,,,,,,,,,,,,
20160415,1340,"MFO, PW",MELTOR,,,,,,,,,,,1,FLR,,,1,VEG,,,,,,,,,
20160415,1340,"MFO, PW",MIMAUR,,,,,,,,,,,,,,,,,,,,,,,,,
20160415,1340,"MFO, PW",PTEAQU,,,,,,,,,,,,,,,,,,,,,,,,,
20160415,1340,"MFO, PW",TRICAN,,,,,,,,,,,,,,,,,,,,,,,,,
20160415,1340,"MFO, PW",VICSAT,,,,,,,,,,,,,,,,,,,,,,,,,
