DATE,PLOT,INITALS,SPECIES,A1_cover,A1_pheno,A2_cover,A2_pheno,A3_cover,A3_pheno,A4_cover,A4_pheno,B4_cover,B4_pheno,C4_cover,C4_pheno,D4_cover,D4_pheno,D3_cover,D3_pheno,D2_cover,D2_pheno,D1_cover,D1_pheno,C1_cover,C1_pheno,B1_cover,B1_pheno,NOTES
20160418,1310,"MFO, PW, HF",FESIDA,18,FLR,21,FLR,17,VEG,2,VEG,6,VEG,2,VEG,6,VEG,,,,,,,,,2,FLR,
20160418,1310,"MFO, PW, HF",CHLPOM,26,VEG,18,VEG,3,VEG,22,VEG,8,VEG,6,VEG,7,VEG,3,VEG,4,VEG,6,VEG,4,VEG,9,VEG,
20160418,1310,"MFO, PW, HF",BRADIS,3,VEG,2,FLR,1,VEG,1,VEG,,,,,,,,,,,,,,,,,
20160418,1310,"MFO, PW, HF",BRODIA,,,1,VEG,1,FLR,1,FRT,1,FRT,1,FLR,1,FLR,1,FLR,4,FLR,,,,,1,FLR,
20160418,1310,"MFO, PW, HF",VICSAT,1,FRT,3,FRT,4,FRT,2,FRT,1,VEG,1,FRT,1,FLR,1,VEG,1,FRT,1,FRT,,,,,
20160418,1310,"MFO, PW, HF",CERGLO,1,FRT,1,FRT,1,FRT,1,FRT,,,,,,,1,FRT,,,,,,,,,
20160418,1310,"MFO, PW, HF",RANOCC,1,VEG,4,FRT,5,FRT,6,FRT,1,VEG,4,FRT,2,VEG,3,FRT,,,,,1,VEG,1,VEG,
20160418,1310,"MFO, PW, HF",LUZCOM,,,2,FRT,1,VEG,,,,,1,FRT,1,FRT,2,FRT,1,VEG,1,FRT,,,1,VEG,
20160418,1310,"MFO, PW, HF",TRIBIF,,,1,FLR,2,FLR,1,FLR,,,1,FLR,,,1,VEG,1,VEG,,,,,,,
20160418,1310,"MFO, PW, HF",MICGRA,,,1,FRT,1,FRT,1,FRT,,,,,,,,,,,,,,,,,
20160418,1310,"MFO, PW, HF",SISBEL,,,1,FLR,1,FLR,1,FLR,1,FLR,1,FLR,1,FLR,1,FLR,1,VEG,,,,,,,
20160418,1310,"MFO, PW, HF",DICCAP,1,VEG,1,VEG,1,VEG,1,VEG,1,VEG,,,,,,,,,1,VEG,,,1,VEG,
20160418,1310,"MFO, PW, HF",CYNECH,,,1,VEG,1,VEG,1,VEG,1,VEG,1,VEG,1,VEG,1,VEG,,,1,VEG,,,1,VEG,
20160418,1310,"MFO, PW, HF",BRIMAX,1,VEG,,,1,FLR,7,FLR,10,FLR,6,FLR,10,FLR,9,FLR,4,FLR,5,FLR,4,FLR,3,FLR,
20160418,1310,"MFO, PW, HF",COLSPA,,,,,,,,,,,,,,,,,,,,,,,,,
20160418,1310,"MFO, PW, HF",BROHOR,,,,,1,FLR,,,,,,,1,FLR,,,,,,,,,,,
20160418,1310,"MFO, PW, HF",TORARV,,,,,1,VEG,,,1,VEG,1,VEG,1,VEG,,,1,VEG,1,VEG,1,VEG,1,VEG,
20160418,1310,"MFO, PW, HF",GALAPA,,,1,FRT,,,,,,,,,,,,,1,FRT,,,,,2,FRT,
20160418,1310,"MFO, PW, HF",EUPSPA,,,,,1,FRT,,,,,,,,,,,,,,,,,,,Euphorphia spatulatu?
20160418,1310,"MFO, PW, HF",SANCRA,,,,,1,VEG,,,2,VEG,,,1,VEG,,,3,VEG,3,VEG,1,VEG,3,VEG,
20160418,1310,"MFO, PW, HF",FESMIC,,,,,,,1,FLR,,,,,,,1,FLR,1,FLR,,,,,,,
20160418,1310,"MFO, PW, HF",LATANG,,,,,,,1,FLR,1,FLR,,,,,,,,,,,,,,,
20160418,1310,"MFO, PW, HF",CLAGAR,,,,,,,1,VEG,,,,,,,,,,,,,,,,,
20160418,1310,"MFO, PW, HF",LUPBIC,,,,,,,,,,,1,FRT,,,,,,,,,,,,,
20160418,1310,"MFO, PW, HF",TRIWIL,,,,,,,,,,,,,,,,,,,,,,,,,
20160418,1310,"MFO, PW, HF",PRIHEN,,,,,,,,,1,VEG,1,VEG,,,,,,,,,,,,,
20160418,1310,"MFO, PW, HF",LYSARV,,,,,,,,,1,VEG,,,,,,,,,,,,,,,
20160418,1310,"MFO, PW, HF",TRIOLI,,,,,,,,,,,1,FRT,,,,,,,,,,,,,
20160418,1310,"MFO, PW, HF",CALAMA,,,,,,,,,,,,,,,,,,,,,,,,,
20160418,1310,"MFO, PW, HF",GALPOR,,,,,,,,,,,,,,,,,,,,,1,FRT,,,
20160418,1310,"MFO, PW, HF",TOXDIV,,,,,,,,,,,,,,,,,,,,,,,,,
20160418,1310,"MFO, PW, HF",CARCAL,,,,,,,,,,,,,,,1,VEG,1,VEG,1,FRT,1,VEG,1,FRT,
