DATE,PLOT,INITALS,SPECIES,A1_cover,A1_pheno,A2_cover,A2_pheno,A3_cover,A3_pheno,A4_cover,A4_pheno,B4_cover,B4_pheno,C4_cover,C4_pheno,D4_cover,D4_pheno,D3_cover,D3_pheno,D2_cover,D2_pheno,D1_cover,D1_pheno,C1_cover,C1_pheno,B1_cover,B1_pheno,NOTES
20160415,1332,"MFO, PW",TORARV,2,VEG,2,VEG,1,VEG,1,VEG,,,,,,,,,,,,,1,VEG,,,
20160415,1332,"MFO, PW",GALAPA,1,FLR,2,FLR,1,VEG,1,VEG,,,,,,,,,,,,,,,,,
20160415,1332,"MFO, PW",STARIG,,,9,VEG,,,,,,,,,,,,,,,1,VEG,,,,,
20160415,1332,"MFO, PW",SANCRA,,,,,,,1,VEG,,,,,,,,,1,VEG,2,VEG,1,VEG,1,VEG,
20160415,1332,"MFO, PW",OSMBER,,,,,,,,,1,VEG,,,,,,,,,1,VEG,,,,,
20160415,1332,"MFO, PW",ADIJOR,,,,,,,,,,,,,,,2,VEG,,,,,,,,,
20160415,1332,"MFO, PW",PENTRI,,,,,,,,,,,,,,,,,,,,,,,,,
20160415,1332,"MFO, PW",DRYARG,,,,,,,,,,,,,,,,,,,,,,,,,
20160415,1332,"MFO, PW",POLYPOCAL,,,,,,,,,,,,,,,,,,,,,,,,,fern- probably hybrid (caliriza)
20160415,1332,"MFO, PW",ANIMAD,,,,,,,,,,,,,,,,,,,,,,,,,
20160415,1332,"MFO, PW",CHLPOM,,,,,,,,,,,,,,,,,,,,,,,,,
20160415,1332,"MFO, PW",CARCAL,1,VEG,,,,,,,,,,,,,,,1,VEG,,,,,1,VEG,
20160415,1332,"MFO, PW",CYNGRA,,,,,,,,,,,,,,,,,,,,,,,,,
20160415,1332,"MFO, PW",PIP_SP,,,,,,,,,,,,,,,,,,,,,,,,,
20160415,1332,"MFO, PW",FRIAFF,,,,,,,,,,,,,,,,,,,,,,,,,
20160415,1332,"MFO, PW",MELGEY,4,FLR,,,,,,,,,,,,,,,,,,,1,VEG,1,FLR,
20160415,1332,"MFO, PW",LATVES,,,,,,,,,,,,,,,,,,,,,4,VEG,1,VEG,
20160415,1332,"MFO, PW",FESCAL,8,VEG,,,,,,,,,,,,,,,,,,,3,VEG,5,VEG,
20160415,1332,"MFO, PW",RANOCC,,,,,,,,,,,,,,,,,,,,,1,FRT,,,
20160415,1332,"MFO, PW",NEMHET,1,FLR,,,,,,,,,,,,,,,,,,,,,1,FLR,
20160415,1332,"MFO, PW",LITAFF,,,,,,,,,,,,,,,,,,,,,,,1,VEG,
20160415,1332,"MFO, PW",IRIFER,,,,,,,,,,,,,,,,,,,,,,,,,
20160415,1332,"MFO, PW",TOXDIV,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
