DATE,PLOT,INITALS,SPECIES,A1_cover,A1_pheno,A2_cover,A2_pheno,A3_cover,A3_pheno,A4_cover,A4_pheno,B4_cover,B4_pheno,C4_cover,C4_pheno,D4_cover,D4_pheno,D3_cover,D3_pheno,D2_cover,D2_pheno,D1_cover,D1_pheno,C1_cover,C1_pheno,B1_cover,B1_pheno,NOTES
20160414,1321,"RO, MFO, PW",MELTOR,,,2,FLR,,,1,VEG,1,VEG,,,,,,,,,,,,,,,
20160414,1321,"RO, MFO, PW",FESCAL,5,VEG,3,VEG,38,VEG,28,FLR,10,VEG,2,VEG,,,1,VEG,45,VEG,,,1,VEG,3,VEG,
20160414,1321,"RO, MFO, PW",TOXDIV,4,VEG,5,VEG,16,VEG,6,VEG,21,VEG,13,VEG,28,VEG,9,VEG,3,VEG,5,VEG,,,4,VEG,
20160414,1321,"RO, MFO, PW",STARIG,4,VEG,2,VEG,,,,,,,3,VEG,1,VEG,5,VEG,,,,,,,3,VEG,
20160414,1321,"RO, MFO, PW",CYNGRA,,,5,VEG,,,,,,,,,,,,,,,,,,,,,
20160414,1321,"RO, MFO, PW",GALAPA,1,FRT,1,FLR,1,FRT,,,1,FLR,,,2,FLR,1,FLR,1,FLR,3,FLR,1,FLR,2,FLR,
20160414,1321,"RO, MFO, PW",LATVES,16,VEG,2,VEG,6,VEG,1,VEG,2,VEG,4,VEG,4,VEG,7,VEG,2,VEG,4,VEG,12,VEG,8,VEG,
20160414,1321,"RO, MFO, PW",TORARV,,,1,VEG,,,,,1,VEG,1,VEG,2,VEG,1,VEG,1,VEG,,,2,VEG,2,VEG,
20160414,1321,"RO, MFO, PW",SANCRA,1,VEG,1,VEG,,,,,2,VEG,1,VEG,1,VEG,2,VEG,1,VEG,1,VEG,7,VEG,2,VEG,
20160414,1321,"RO, MFO, PW",TAUKEL,3,VEG,6,FLR,,,1,VEG,,,2,VEG,3,FRT,,,,,,,3,VEG,,,may not be in flora but ID is correct
20160414,1321,"RO, MFO, PW",ANIMAD,6,VEG,2,VEG,1,VEG,6,VEG,1,VEG,3,VEG,,,,,2,VEG,,,3,VEG,,,
20160414,1321,"RO, MFO, PW",GALCAL,,,,,2,VEG,,,,,,,,,,,,,,,,,,,
20160414,1321,"RO, MFO, PW",PROHOO,2,FRT,,,1,VEG,3,VEG,,,,,,,,,,,,,,,,,"may be prosartes smithii, but PROHOO is most likely "
20160414,1321,"RO, MFO, PW",LONHIS,,,,,,,1,VEG,,,,,,,,,,,,,,,,,
20160414,1321,"RO, MFO, PW",ADIJOR,,,,,,,,,4,VEG,,,,,,,,,,,,,6,VEG,
20160414,1321,"RO, MFO, PW",VICSAT,,,,,,,,,1,VEG,1,VEG,1,FLR,,,,,,,,,1,FLR,
20160414,1321,"RO, MFO, PW",MELGEY,2,FLR,,,,,,,1,FLR,,,2,FLR,5,VEG,,,,,1,FLR,1,VEG,
20160414,1321,"RO, MFO, PW",OSMBER,,,,,,,,,1,VEG,2,FLR,2,VEG,,,1,VEG,2,VEG,1,VEG,3,FLR,
20160414,1321,"RO, MFO, PW",CARCAL,,,,,,,,,1,FRT,,,,,,,,,,,,,1,VEG,
20160414,1321,"RO, MFO, PW",NEMHET,,,,,,,,,,,1,FLR,1,FLR,1,FLR,2,FLR,1,FLR,2,FLR,,,
20160414,1321,"RO, MFO, PW",DRYARG,,,,,,,,,,,27,VEG,,,,,,,,,,,,,
20160414,1321,"RO, MFO, PW",RANOCC,,,,,,,,,,,,,,,,,,,1,FRT,,,,,
20160414,1321,"RO, MFO, PW",BRODIA,,,,,,,,,,,,,1,FLR,,,,,,,,,,,
20160414,1321,"RO, MFO, PW",BRIMAX,,,,,,,,,,,,,1,VEG,,,,,,,,,,,
20160414,1321,"RO, MFO, PW",FRIAFF,,,,,,,,,,,,,,,,,,,,,,,,,
20160414,1321,"RO, MFO, PW",PENTRI,,,,,,,,,,,,,,,,,,,,,,,,,
20160414,1321,"RO, MFO, PW",SILLAC,,,,,,,,,,,,,,,,,,,,,4,VEG,,,used to be Silene californica (*written on datasheet as SILLICƒ)
20160414,1321,"RO, MFO, PW",TONTEN,,,,,,,,,,,,,,,,,,,,,,,1,FRT,
20160414,1321,"RO, MFO, PW",IRIFER,,,,,,,,,,,,,,,,,,,,,,,,,
20160414,1321,"RO, MFO, PW",GALPOR,,,,,,,,,,,,,,,,,,,,,,,,,
20160414,1321,"RO, MFO, PW",CHLPOM,,,,,,,,,,,,,,,,,,,,,,,,,
20160414,1321,"RO, MFO, PW",STEMED,,,,,,,,,,,,,,,,,,,,,,,,,
20160414,1321,"RO, MFO, PW",ROSGYM,,,,,,,,,,,,,,,,,,,,,,,,,Maybe ground rose (ROSSPI) but need flowers to ID
20160414,1321,"RO, MFO, PW",CALPUR,,,,,,,,,,,,,,,,,,,,,,,,,
20160414,1321,"RO, MFO, PW",PEDDEN,,,,,,,,,,,,,,,,,,,,,,,,,
20160414,1321,"RO, MFO, PW",MIMAUR,,,,,,,,,,,,,,,,,,,,,,,,,
20160414,1321,"RO, MFO, PW",TOXFRE,,,,,,,,,,,,,,,,,,,,,,,,,
20160414,1321,"RO, MFO, PW",DICCAP,,,,,,,,,,,,,,,,,,,,,,,,,
20160414,1321,"RO, MFO, PW",ROSSPI,,,,,,,,,,,,,,,,,,,,,,,,,often sympatric with ROSGYM; probably both here
