DATE,PLOT,INITALS,SPECIES,A1_cover,A1_pheno,A2_cover,A2_pheno,A3_cover,A3_pheno,A4_cover,A4_pheno,B4_cover,B4_pheno,C4_cover,C4_pheno,D4_cover,D4_pheno,D3_cover,D3_pheno,D2_cover,D2_pheno,D1_cover,D1_pheno,C1_cover,C1_pheno,B1_cover,B1_pheno,NOTES
20160415,1335,"MFO, PW",LATVES,,,15,FLR,,,2,FLR,,,,,2,VEG,22,FRT,,,,,,,,,D1= Basal QUEGAR part of the plot
20160415,1335,"MFO, PW",SANCRA,1,VEG,7,VEG,2,VEG,2,VEG,2,VEG,5,VEG,1,VEG,1,VEG,1,VEG,1,VEG,,,1,VEG,
20160415,1335,"MFO, PW",RANOCC,,,1,VEG,,,1,VEG,,,,,,,1,VEG,,,,,,,,,
20160415,1335,"MFO, PW",OSMBER,,,2,FLR,1,VEG,,,2,VEG,1,VEG,,,,,,,,,,,,,
20160415,1335,"MFO, PW",TORARV,3,VEG,2,VEG,,,2,VEG,,,,,1,VEG,2,VEG,2,VEG,1,VEG,1,VEG,3,VEG,
20160415,1335,"MFO, PW",GALAPA,2,FRT,2,FRT,8,FRT,2,FRT,1,FRT,1,FRT,1,VEG,1,FLR,1,FLR,,,,,5,FLR,
20160415,1335,"MFO, PW",VICSAT,,,1,VEG,1,FLR,,,1,FLR,1,FLR,,,1,VEG,,,,,,,,,
20160415,1335,"MFO, PW",MELGEY,,,4,FLR,2,FLR,1,FLR,2,FLR,1,FLR,1,VEG,8,FLR,3,FLR,,,,,,,
20160415,1335,"MFO, PW",IRIFER,,,1,VEG,,,,,,,,,,,,,,,,,,,,,
20160415,1335,"MFO, PW",FESCAL,,,,,1,VEG,8,VEG,7,VEG,,,,,,,,,,,,,,,
20160415,1335,"MFO, PW",NEMHET,1,FLR,,,1,FLR,,,,,1,VEG,,,,,,,,,,,,,
20160415,1335,"MFO, PW",CARCAL,,,,,1,VEG,1,VEG,1,VEG,1,VEG,,,,,1,VEG,,,,,,,
20160415,1335,"MFO, PW",ANIMAD,,,,,1,VEG,,,,,,,,,,,,,,,,,,,
20160415,1335,"MFO, PW",DICCAP,,,,,,,1,VEG,,,1,VEG,,,,,,,,,,,,,
20160415,1335,"MFO, PW",TOXDIV,1,VEG,,,,,2,VEG,,,,,,,,,,,,,,,,,
20160415,1335,"MFO, PW",STARIG,1,VEG,,,,,,,,,,,,,,,,,,,,,1,VEG,
20160415,1335,"MFO, PW",ANTCAU,,,,,,,,,,,,,,,,,,,,,,,,,
20160415,1335,"MFO, PW",CHLPOM,,,,,,,,,,,,,,,,,,,,,,,,,
20160415,1335,"MFO, PW",ROSSPI,,,,,,,,,,,,,,,,,,,,,,,,,
20160415,1335,"MFO, PW",ELYELY,,,,,,,,,,,,,,,,,,,,,,,,,
20160415,1335,"MFO, PW",STEMED,,,,,,,,,,,,,,,,,,,,,,,,,
20160415,1335,"MFO, PW",BRODIA,,,,,,,,,,,,,,,,,,,,,,,,,
20160415,1335,"MFO, PW",LIT_SP,,,,,,,,,,,,,,,,,,,,,,,,,
20160415,1335,"MFO, PW",CYNGRA,,,,,,,,,,,,,,,,,,,,,,,,,"*originally entered as ""CYNGLO"""
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
