"Plot Title: PPW1323_10008095"
"#","Date Time, GMT-08:00","Temp, °C (LGR S/N: 10008095, SEN S/N: 10008095)","RH, % (LGR S/N: 10008095, SEN S/N: 10008095)","DewPt, °C (LGR S/N: 10008095, SEN S/N: 10008095)","Coupler Detached (LGR S/N: 10008095)","Coupler Attached (LGR S/N: 10008095)","Stopped (LGR S/N: 10008095)","End Of File (LGR S/N: 10008095)"
1,01/20/14 12:00:00 PM,16.868,24.684,-3.297,Logged,,,
2,01/20/14 12:30:00 PM,18.081,24.231,-2.531,,,,
3,01/20/14 01:00:00 PM,19.698,23.328,-1.710,,,,
4,01/20/14 01:30:00 PM,20.817,25.441,0.480,,,,
5,01/20/14 02:00:00 PM,21.246,24.658,0.391,,,,
6,01/20/14 02:30:00 PM,22.393,22.484,0.014,,,,
7,01/20/14 03:00:00 PM,22.824,20.792,-0.767,,,,
8,01/20/14 03:30:00 PM,21.604,22.637,-0.546,,,,
9,01/20/14 04:00:00 PM,21.032,23.827,-0.285,,,,
10,01/20/14 04:30:00 PM,19.032,27.128,-0.119,,,,
11,01/20/14 05:00:00 PM,16.487,31.897,-0.024,,,,
12,01/20/14 05:30:00 PM,12.968,39.312,-0.228,,,,
13,01/20/14 06:00:00 PM,11.346,44.229,-0.079,,,,
14,01/20/14 06:30:00 PM,10.492,46.665,-0.131,,,,
15,01/20/14 07:00:00 PM,9.731,49.873,0.068,,,,
16,01/20/14 07:30:00 PM,9.460,49.289,-0.341,,,,
17,01/20/14 08:00:00 PM,8.817,50.477,-0.617,,,,
18,01/20/14 08:30:00 PM,8.344,52.190,-0.609,,,,
19,01/20/14 09:00:00 PM,7.544,55.060,-0.645,,,,
20,01/20/14 09:30:00 PM,7.720,54.402,-0.640,,,,
21,01/20/14 10:00:00 PM,7.268,56.497,-0.563,,,,
22,01/20/14 10:30:00 PM,6.889,57.056,-0.789,,,,
23,01/20/14 11:00:00 PM,6.611,58.097,-0.814,,,,
24,01/20/14 11:30:00 PM,6.458,58.014,-0.976,,,,
25,01/21/14 12:00:00 AM,6.077,58.916,-1.134,,,,
26,01/21/14 12:30:00 AM,5.949,59.941,-1.029,,,,
27,01/21/14 01:00:00 AM,5.257,62.218,-1.202,,,,
28,01/21/14 01:30:00 AM,5.360,60.797,-1.403,,,,
29,01/21/14 02:00:00 AM,5.488,60.241,-1.401,,,,
30,01/21/14 02:30:00 AM,4.818,63.114,-1.434,,,,
31,01/21/14 03:00:00 AM,4.376,63.748,-1.726,,,,
32,01/21/14 03:30:00 AM,4.246,63.384,-1.924,,,,
33,01/21/14 04:00:00 AM,3.749,66.205,-1.842,,,,
