"Plot Title: PPW1331_10008113"
"#","Date Time, GMT-08:00","Temp, °C (LGR S/N: 10008113, SEN S/N: 10008113)","RH, % (LGR S/N: 10008113, SEN S/N: 10008113)","DewPt, °C (LGR S/N: 10008113, SEN S/N: 10008113)","Coupler Detached (LGR S/N: 10008113)","Coupler Attached (LGR S/N: 10008113)","Stopped (LGR S/N: 10008113)","End Of File (LGR S/N: 10008113)"
1,01/20/14 12:00:00 PM,15.270,30.212,-1.843,Logged,,,
2,01/20/14 12:30:00 PM,16.201,26.810,-2.708,,,,
3,01/20/14 01:00:00 PM,17.034,26.907,-1.944,,,,
4,01/20/14 01:30:00 PM,18.390,28.616,0.091,,,,
5,01/20/14 02:00:00 PM,19.080,29.672,1.204,,,,
6,01/20/14 02:30:00 PM,19.436,27.830,0.593,,,,
7,01/20/14 03:00:00 PM,19.341,26.412,-0.237,,,,
8,01/20/14 03:30:00 PM,19.270,26.070,-0.484,,,,
9,01/20/14 04:00:00 PM,19.579,25.148,-0.736,,,,
10,01/20/14 04:30:00 PM,19.008,27.025,-0.193,,,,
11,01/20/14 05:00:00 PM,18.319,29.309,0.370,,,,
12,01/20/14 05:30:00 PM,17.605,31.634,0.836,,,,
13,01/20/14 06:00:00 PM,16.939,32.135,0.477,,,,
14,01/20/14 06:30:00 PM,16.915,31.540,0.192,,,,
15,01/20/14 07:00:00 PM,16.558,33.216,0.610,,,,
16,01/20/14 07:30:00 PM,16.201,32.790,0.115,,,,
17,01/20/14 08:00:00 PM,15.366,34.182,-0.037,,,,
18,01/20/14 08:30:00 PM,14.601,36.214,0.092,,,,
19,01/20/14 09:00:00 PM,14.026,39.076,0.637,,,,
20,01/20/14 09:30:00 PM,13.882,37.845,0.064,,,,
21,01/20/14 10:00:00 PM,13.954,37.949,0.166,,,,
22,01/20/14 10:30:00 PM,13.473,38.282,-0.142,,,,
23,01/20/14 11:00:00 PM,13.594,37.879,-0.181,,,,
24,01/20/14 11:30:00 PM,13.425,37.573,-0.443,,,,
25,01/21/14 12:00:00 AM,13.522,36.942,-0.592,,,,
26,01/21/14 12:30:00 AM,11.637,41.318,-0.744,,,,
27,01/21/14 01:00:00 AM,11.734,41.486,-0.601,,,,
28,01/21/14 01:30:00 AM,12.437,39.922,-0.494,,,,
29,01/21/14 02:00:00 AM,12.243,40.660,-0.417,,,,
