"Plot Title: PPW1350_10319261"
"#1 Day","Date Time, GMT-07:00","Temp, °C (LGR S/N: 10319261, SEN S/N: 10319261)","RH, % (LGR S/N: 10319261, SEN S/N: 10319261)","Coupler Detached (LGR S/N: 10319261)","Coupler Attached (LGR S/N: 10319261)","Stopped (LGR S/N: 10319261)","End Of File (LGR S/N: 10319261)"
1772,02/17/15 11:00:00 AM,10.173,98.598,,,,
1773,02/17/15 11:30:00 AM,10.492,97.413,,,,
1774,02/17/15 12:00:00 PM,10.614,96.517,,,,
1775,02/17/15 12:30:00 PM,10.956,95.497,,,,
1776,02/17/15 01:00:00 PM,11.492,93.829,,,,
1777,02/17/15 01:30:00 PM,11.759,92.123,,,,
1778,02/17/15 02:00:00 PM,12.534,88.819,,,,
1779,02/17/15 02:30:00 PM,13.353,87.083,,,,
1780,02/17/15 03:00:00 PM,14.457,83.682,,,,
1781,02/17/15 03:30:00 PM,15.414,82.013,,,,
1782,02/17/15 04:00:00 PM,16.010,77.479,,,,
1783,02/17/15 04:30:00 PM,16.344,75.604,,,,
1784,02/17/15 05:00:00 PM,16.725,73.406,,,,
1785,02/17/15 05:30:00 PM,15.939,81.744,,,,
1786,02/17/15 06:00:00 PM,15.843,82.658,,,,
1787,02/17/15 06:30:00 PM,14.457,86.033,,,,
1788,02/17/15 07:00:00 PM,13.377,89.659,,,,
1789,02/17/15 07:30:00 PM,12.413,91.667,,,,
1790,02/17/15 08:00:00 PM,11.759,93.617,,,,
1791,02/17/15 08:30:00 PM,11.224,94.551,,,,
1792,02/17/15 09:00:00 PM,10.785,95.553,,,,
1793,02/17/15 09:30:00 PM,10.516,96.692,,,,
1794,02/17/15 10:00:00 PM,10.149,96.642,,,,
1795,02/17/15 10:30:00 PM,9.805,97.350,,,,
1796,02/17/15 11:00:00 PM,9.903,98.672,,,,
1797,02/17/15 11:30:00 PM,9.854,98.062,,,,
1798,02/18/15 12:00:00 AM,9.015,98.029,,,,
1799,02/18/15 12:30:00 AM,8.717,98.886,,,,
1800,02/18/15 01:00:00 AM,8.817,99.111,,,,
1801,02/18/15 01:30:00 AM,8.469,99.013,,,,
1802,02/18/15 02:00:00 AM,8.419,98.728,,,,
1803,02/18/15 02:30:00 AM,7.970,99.021,,,,
1804,02/18/15 03:00:00 AM,8.070,100.000,,,,
1805,02/18/15 03:30:00 AM,7.419,99.160,,,,
1806,02/18/15 04:00:00 AM,7.619,100.000,,,,
1807,02/18/15 04:30:00 AM,7.419,99.478,,,,
1808,02/18/15 05:00:00 AM,7.066,100.000,,,,
1809,02/18/15 05:30:00 AM,7.419,100.000,,,,
1810,02/18/15 06:00:00 AM,8.070,100.000,,,,
1811,02/18/15 06:30:00 AM,8.220,100.000,,,,
1812,02/18/15 07:00:00 AM,6.712,100.000,,,,
1813,02/18/15 07:30:00 AM,7.670,100.000,,,,
1814,02/18/15 08:00:00 AM,7.293,100.000,,,,
1815,02/18/15 08:30:00 AM,7.594,100.000,,,,
1816,02/18/15 09:00:00 AM,7.469,100.000,,,,
1817,02/18/15 09:30:00 AM,7.895,100.000,,,,
1818,02/18/15 10:00:00 AM,8.717,100.000,,,,
1819,02/18/15 10:30:00 AM,9.238,100.000,,,,
1820,02/18/15 11:00:00 AM,9.657,100.000,,,,
1821,02/18/15 11:30:00 AM,10.320,100.000,,,,
1822,02/18/15 12:00:00 PM,10.712,100.000,,,,
1823,02/18/15 12:30:00 PM,11.175,100.000,,,,
1824,02/18/15 01:00:00 PM,11.929,100.000,,,,
1825,02/18/15 01:30:00 PM,13.112,95.356,,,,
1826,02/18/15 02:00:00 PM,13.858,90.777,,,,
1827,02/18/15 02:30:00 PM,14.745,87.335,,,,
1828,02/18/15 03:00:00 PM,14.721,86.445,,,,
1829,02/18/15 03:30:00 PM,15.700,84.510,,,,
1830,02/18/15 04:00:00 PM,15.318,84.123,,,,
1831,02/18/15 04:30:00 PM,15.533,83.081,,,,
1832,02/18/15 05:00:00 PM,15.629,82.856,,,,
1833,02/18/15 05:30:00 PM,14.649,86.723,,,,
1834,02/18/15 06:00:00 PM,13.978,88.908,,,,
1835,02/18/15 06:30:00 PM,12.823,92.757,,,,
1836,02/18/15 07:00:00 PM,11.953,94.232,,,,
1837,02/18/15 07:30:00 PM,11.175,94.946,,,,
1838,02/18/15 08:00:00 PM,10.614,95.735,,,,
1839,02/18/15 08:30:00 PM,10.443,96.973,,,,
1840,02/18/15 09:00:00 PM,10.124,97.737,,,,
1841,02/18/15 09:30:00 PM,10.516,99.339,,,,
1842,02/18/15 10:00:00 PM,10.663,100.000,,,,
1843,02/18/15 10:30:00 PM,10.590,100.000,,,,
1844,02/18/15 11:00:00 PM,10.394,100.000,,,,
1845,02/18/15 11:30:00 PM,10.271,100.000,,,,
1846,02/19/15 12:00:00 AM,10.149,100.000,,,,
1847,02/19/15 12:30:00 AM,9.952,100.000,,,,
1848,02/19/15 01:00:00 AM,9.756,100.000,,,,
1849,02/19/15 01:30:00 AM,9.682,100.000,,,,
1850,02/19/15 02:00:00 AM,9.682,100.000,,,,
1851,02/19/15 02:30:00 AM,9.706,100.000,,,,
1852,02/19/15 03:00:00 AM,9.608,100.000,,,,
1853,02/19/15 03:30:00 AM,8.817,100.000,,,,
1854,02/19/15 04:00:00 AM,8.568,100.000,,,,
1855,02/19/15 04:30:00 AM,9.163,100.000,,,,
1856,02/19/15 05:00:00 AM,8.668,100.000,,,,
1857,02/19/15 05:30:00 AM,8.668,100.000,,,,
1858,02/19/15 06:00:00 AM,8.568,100.000,,,,
1859,02/19/15 06:30:00 AM,8.693,100.000,,,,
1860,02/19/15 07:00:00 AM,8.220,100.000,,,,
1861,02/19/15 07:30:00 AM,7.795,100.000,,,,
1862,02/19/15 08:00:00 AM,7.419,100.000,,,,
1863,02/19/15 08:30:00 AM,7.015,100.000,,,,
1864,02/19/15 09:00:00 AM,7.015,100.000,,,,
1865,02/19/15 09:30:00 AM,8.369,100.000,,,,
1866,02/19/15 10:00:00 AM,8.593,100.000,,,,
1867,02/19/15 10:30:00 AM,9.089,100.000,,,,
1868,02/19/15 11:00:00 AM,9.731,100.000,,,,
1869,02/19/15 11:30:00 AM,10.736,100.000,,,,
1870,02/19/15 12:00:00 PM,11.053,100.000,,,,
1871,02/19/15 12:30:00 PM,11.224,100.000,,,,
1872,02/19/15 01:00:00 PM,11.832,98.406,,,,
1873,02/19/15 01:30:00 PM,12.823,95.126,,,,
1874,02/19/15 02:00:00 PM,13.978,90.307,,,,
1875,02/19/15 02:30:00 PM,15.055,84.661,,,,
1876,02/19/15 03:00:00 PM,16.582,69.521,,,,
1877,02/19/15 03:30:00 PM,17.130,62.682,,,,
1878,02/19/15 04:00:00 PM,17.344,65.889,,,,
1879,02/19/15 04:30:00 PM,17.368,71.607,,,,
1880,02/19/15 05:00:00 PM,17.272,72.194,,,,
1881,02/19/15 05:30:00 PM,16.796,74.248,,,,
1882,02/19/15 06:00:00 PM,16.606,77.323,,,,
1883,02/19/15 06:30:00 PM,15.270,84.221,,,,
1884,02/19/15 07:00:00 PM,14.170,88.264,,,,
1885,02/19/15 07:30:00 PM,13.209,90.038,,,,
1886,02/19/15 08:00:00 PM,12.654,91.858,,,,
1887,02/19/15 08:30:00 PM,12.025,92.811,,,,
1888,02/19/15 09:00:00 PM,11.516,93.759,,,,
1889,02/19/15 09:30:00 PM,11.248,95.169,,,,
1890,02/19/15 10:00:00 PM,10.785,95.401,,,,
1891,02/19/15 10:30:00 PM,10.247,96.543,,,,
1892,02/19/15 11:00:00 PM,10.075,96.421,,,,
1893,02/19/15 11:30:00 PM,9.558,97.133,,,,
1894,02/20/15 12:00:00 AM,8.990,97.525,,,,
1895,02/20/15 12:30:00 AM,8.593,98.110,,,,
1896,02/20/15 01:00:00 AM,8.319,98.405,,,,
1897,02/20/15 01:30:00 AM,7.820,98.192,,,,
1898,02/20/15 02:00:00 AM,7.670,98.101,,,,
1899,02/20/15 02:30:00 AM,7.870,100.000,,,,
1900,02/20/15 03:00:00 AM,7.368,100.000,,,,
1901,02/20/15 03:30:00 AM,6.965,99.861,,,,
1902,02/20/15 04:00:00 AM,8.070,100.000,,,,
1903,02/20/15 04:30:00 AM,6.306,96.689,,,,
1904,02/20/15 05:00:00 AM,6.026,99.691,,,,
1905,02/20/15 05:30:00 AM,8.195,100.000,,,,
1906,02/20/15 06:00:00 AM,6.357,100.000,,,,
1907,02/20/15 06:30:00 AM,7.569,100.000,,,,
1908,02/20/15 07:00:00 AM,5.488,98.398,,,,
1909,02/20/15 07:30:00 AM,6.611,100.000,,,,
1910,02/20/15 08:00:00 AM,7.167,99.334,,,,
1911,02/20/15 08:30:00 AM,6.763,97.406,,,,
1912,02/20/15 09:00:00 AM,6.051,96.669,,,,
1913,02/20/15 09:30:00 AM,6.153,99.388,,,,
1914,02/20/15 10:00:00 AM,7.494,100.000,,,,
1915,02/20/15 10:30:00 AM,9.879,84.746,,,,
1916,02/20/15 11:00:00 AM,11.370,84.481,,,,
1917,02/20/15 11:30:00 AM,12.775,84.297,,,,
1918,02/20/15 12:00:00 PM,13.690,80.973,,,,
1919,02/20/15 12:30:00 PM,15.031,76.603,,,,
1920,02/20/15 01:00:00 PM,15.461,71.901,,,,
1921,02/20/15 01:30:00 PM,16.558,67.187,,,,
1922,02/20/15 02:00:00 PM,17.320,51.900,,,,
1923,02/20/15 02:30:00 PM,17.843,51.353,,,,
1924,02/20/15 03:00:00 PM,18.176,49.778,,,,
1925,02/20/15 03:30:00 PM,18.438,54.466,,,,
1926,02/20/15 04:00:00 PM,18.366,52.666,,,,
1927,02/20/15 04:30:00 PM,18.152,50.680,,,,
1928,02/20/15 05:00:00 PM,17.796,49.415,,,,
1929,02/20/15 05:30:00 PM,16.701,54.214,,,,
1930,02/20/15 06:00:00 PM,15.891,63.511,,,,
1931,02/20/15 06:30:00 PM,14.361,67.605,,,,
1932,02/20/15 07:00:00 PM,12.920,75.188,,,,
1933,02/20/15 07:30:00 PM,11.565,80.858,,,,
1934,02/20/15 08:00:00 PM,10.712,86.162,,,,
1935,02/20/15 08:30:00 PM,10.149,88.758,,,,
1936,02/20/15 09:00:00 PM,9.632,90.033,,,,
1937,02/20/15 09:30:00 PM,9.312,92.292,,,,
1938,02/20/15 10:00:00 PM,9.114,93.996,,,,
1939,02/20/15 10:30:00 PM,8.717,93.942,,,,
1940,02/20/15 11:00:00 PM,8.245,95.376,,,,
1941,02/20/15 11:30:00 PM,7.619,95.059,,,,
1942,02/21/15 12:00:00 AM,6.914,96.262,,,,
1943,02/21/15 12:30:00 AM,6.940,97.947,,,,
1944,02/21/15 01:00:00 AM,7.091,96.855,,,,
1945,02/21/15 01:30:00 AM,6.864,95.255,,,,
1946,02/21/15 02:00:00 AM,8.020,81.414,,,,
1947,02/21/15 02:30:00 AM,9.114,50.396,,,,
1948,02/21/15 03:00:00 AM,11.273,55.893,,,,
1949,02/21/15 03:30:00 AM,9.485,63.117,,,,
1950,02/21/15 04:00:00 AM,9.829,56.091,,,,
1951,02/21/15 04:30:00 AM,8.817,64.100,,,,
1952,02/21/15 05:00:00 AM,10.712,45.301,,,,
1953,02/21/15 05:30:00 AM,11.321,38.754,,,,
1954,02/21/15 06:00:00 AM,10.785,40.906,,,,
1955,02/21/15 06:30:00 AM,10.467,40.682,,,,
1956,02/21/15 07:00:00 AM,10.687,38.464,,,,
1957,02/21/15 07:30:00 AM,10.296,40.788,,,,
1958,02/21/15 08:00:00 AM,10.687,37.353,,,,
1959,02/21/15 08:30:00 AM,10.320,42.296,,,,
1960,02/21/15 09:00:00 AM,10.369,48.003,,,,
1961,02/21/15 09:30:00 AM,10.418,40.802,,,,
1962,02/21/15 10:00:00 AM,11.078,37.584,,,,
1963,02/21/15 10:30:00 AM,11.565,37.029,,,,
1964,02/21/15 11:00:00 AM,12.485,35.488,,,,
1965,02/21/15 11:30:00 AM,13.040,34.834,,,,
1966,02/21/15 12:00:00 PM,13.786,33.025,,,,
1967,02/21/15 12:30:00 PM,14.242,31.174,,,,
1968,02/21/15 01:00:00 PM,14.745,32.331,,,,
1969,02/21/15 01:30:00 PM,14.984,30.977,,,,
1970,02/21/15 02:00:00 PM,15.461,29.767,,,,
1971,02/21/15 02:30:00 PM,15.796,28.704,,,,
1972,02/21/15 03:00:00 PM,16.177,27.274,,,,
1973,02/21/15 03:30:00 PM,16.630,26.475,,,,
1974,02/21/15 04:00:00 PM,16.463,27.330,,,,
1975,02/21/15 04:30:00 PM,16.320,26.118,,,,
1976,02/21/15 05:00:00 PM,16.368,24.581,,,,
1977,02/21/15 05:30:00 PM,16.153,26.306,,,,
1978,02/21/15 06:00:00 PM,16.058,24.794,,,,
1979,02/21/15 06:30:00 PM,14.816,30.896,,,,
1980,02/21/15 07:00:00 PM,14.697,26.029,,,,
1981,02/21/15 07:30:00 PM,13.882,26.863,,,,
1982,02/21/15 08:00:00 PM,12.292,34.052,,,,
1983,02/21/15 08:30:00 PM,11.662,41.887,,,,
1984,02/21/15 09:00:00 PM,12.799,27.703,,,,
1985,02/21/15 09:30:00 PM,11.589,31.299,,,,
1986,02/21/15 10:00:00 PM,10.712,31.901,,,,
1987,02/21/15 10:30:00 PM,12.292,23.758,,,,
1988,02/21/15 11:00:00 PM,12.727,22.051,,,,
1989,02/21/15 11:30:00 PM,12.606,22.244,,,,
1990,02/22/15 12:00:00 AM,12.195,23.817,,,,
1991,02/22/15 12:30:00 AM,12.001,22.938,,,,
1992,02/22/15 01:00:00 AM,11.613,26.721,,,,
1993,02/22/15 01:30:00 AM,11.394,22.564,,,,
1994,02/22/15 02:00:00 AM,10.124,26.671,,,,
1995,02/22/15 02:30:00 AM,10.883,22.263,,,,
1996,02/22/15 03:00:00 AM,10.883,25.016,,,,
1997,02/22/15 03:30:00 AM,10.932,19.994,,,,
1998,02/22/15 04:00:00 AM,10.761,19.983,,,,
1999,02/22/15 04:30:00 AM,9.756,20.823,,,,
2000,02/22/15 05:00:00 AM,10.761,17.292,,,,
2001,02/22/15 05:30:00 AM,10.687,16.849,,,,
2002,02/22/15 06:00:00 AM,10.712,16.140,,,,
2003,02/22/15 06:30:00 AM,10.712,15.665,,,,
2004,02/22/15 07:00:00 AM,10.467,16.905,,,,
2005,02/22/15 07:30:00 AM,9.977,16.844,,,,
2006,02/22/15 08:00:00 AM,9.139,21.549,,,,
2007,02/22/15 08:30:00 AM,9.805,19.255,,,,
2008,02/22/15 09:00:00 AM,9.952,18.727,,,,
2009,02/22/15 09:30:00 AM,9.657,21.416,,,,
2010,02/22/15 10:00:00 AM,9.928,20.734,,,,
2011,02/22/15 10:30:00 AM,10.320,20.725,,,,
2012,02/22/15 11:00:00 AM,10.883,20.192,,,,
2013,02/22/15 11:30:00 AM,11.686,19.166,,,,
2014,02/22/15 12:00:00 PM,12.243,19.771,,,,
2015,02/22/15 12:30:00 PM,12.992,21.532,,,,
2016,02/22/15 01:00:00 PM,13.570,18.600,,,,
2017,02/22/15 01:30:00 PM,13.401,19.200,,,,
2018,02/22/15 02:00:00 PM,13.738,17.796,,,,
2019,02/22/15 02:30:00 PM,13.930,18.146,,,,
2020,02/22/15 03:00:00 PM,14.792,20.670,,,,
2021,02/22/15 03:30:00 PM,14.960,17.386,,,,
2022,02/22/15 04:00:00 PM,15.031,18.821,,,,
2023,02/22/15 04:30:00 PM,15.366,17.409,,,,
2024,02/22/15 05:00:00 PM,15.461,18.778,,,,
2025,02/22/15 05:30:00 PM,15.199,17.809,,,,
2026,02/22/15 06:00:00 PM,15.103,20.791,,,,
2027,02/22/15 06:30:00 PM,13.377,23.032,,,,
2028,02/22/15 07:00:00 PM,10.907,36.930,,,,
2029,02/22/15 07:30:00 PM,10.173,34.619,,,,
2030,02/22/15 08:00:00 PM,10.124,30.456,,,,
2031,02/22/15 08:30:00 PM,10.100,33.007,,,,
2032,02/22/15 09:00:00 PM,9.262,32.672,,,,
2033,02/22/15 09:30:00 PM,9.287,29.281,,,,
2034,02/22/15 10:00:00 PM,9.435,33.779,,,,
2035,02/22/15 10:30:00 PM,9.829,26.878,,,,
2036,02/22/15 11:00:00 PM,12.799,16.793,,,,
2037,02/22/15 11:30:00 PM,9.534,34.045,,,,
2038,02/23/15 12:00:00 AM,8.618,35.583,,,,
2039,02/23/15 12:30:00 AM,7.242,35.002,,,,
2040,02/23/15 01:00:00 AM,7.670,39.492,,,,
2041,02/23/15 01:30:00 AM,7.142,41.987,,,,
2042,02/23/15 02:00:00 AM,7.419,36.002,,,,
2043,02/23/15 02:30:00 AM,7.770,37.932,,,,
2044,02/23/15 03:00:00 AM,7.318,40.764,,,,
2045,02/23/15 03:30:00 AM,6.636,41.308,,,,
2046,02/23/15 04:00:00 AM,6.661,34.722,,,,
2047,02/23/15 04:30:00 AM,6.153,43.261,,,,
2048,02/23/15 05:00:00 AM,5.591,47.981,,,,
2049,02/23/15 05:30:00 AM,4.973,49.405,,,,
2050,02/23/15 06:00:00 AM,5.591,46.890,,,,
2051,02/23/15 06:30:00 AM,6.051,43.156,,,,
2052,02/23/15 07:00:00 AM,5.719,45.201,,,,
2053,02/23/15 07:30:00 AM,3.854,51.993,,,,
2054,02/23/15 08:00:00 AM,4.766,49.856,,,,
2055,02/23/15 08:30:00 AM,2.850,58.046,,,,
2056,02/23/15 09:00:00 AM,3.617,47.959,,,,
2057,02/23/15 09:30:00 AM,6.864,37.899,,,,
2058,02/23/15 10:00:00 AM,5.770,48.730,,,,
2059,02/23/15 10:30:00 AM,8.369,31.850,,,,
2060,02/23/15 11:00:00 AM,10.369,32.839,,,,
2061,02/23/15 11:30:00 AM,11.321,28.504,,,,
2062,02/23/15 12:00:00 PM,13.040,25.772,,,,
2063,02/23/15 12:30:00 PM,13.930,26.204,,,,
2064,02/23/15 01:00:00 PM,15.031,21.867,,,,
2065,02/23/15 01:30:00 PM,16.106,19.802,,,,
2066,02/23/15 02:00:00 PM,16.796,19.809,,,,
2067,02/23/15 02:30:00 PM,17.605,18.628,,,,
2068,02/23/15 03:00:00 PM,18.271,21.466,,,,
2069,02/23/15 03:30:00 PM,18.937,23.818,,,,
2070,02/23/15 04:00:00 PM,19.413,23.274,,,,
2071,02/23/15 04:30:00 PM,19.436,27.763,,,,
2072,02/23/15 05:00:00 PM,19.436,27.092,,,,
2073,02/23/15 05:30:00 PM,18.961,33.964,,,,
2074,02/23/15 06:00:00 PM,16.987,42.595,,,,
2075,02/23/15 06:30:00 PM,15.199,45.387,,,,
2076,02/23/15 07:00:00 PM,13.594,52.850,,,,
2077,02/23/15 07:30:00 PM,12.389,58.871,,,,
2078,02/23/15 08:00:00 PM,11.565,61.192,,,,
2079,02/23/15 08:30:00 PM,10.883,65.214,,,,
2080,02/23/15 09:00:00 PM,10.320,67.155,,,,
2081,02/23/15 09:30:00 PM,9.336,69.899,,,,
2082,02/23/15 10:00:00 PM,8.643,72.733,,,,
2083,02/23/15 10:30:00 PM,8.245,75.170,,,,
2084,02/23/15 11:00:00 PM,7.770,76.168,,,,
2085,02/23/15 11:30:00 PM,7.167,78.862,,,,
2086,02/24/15 12:00:00 AM,6.611,81.229,,,,
2087,02/24/15 12:30:00 AM,5.488,83.717,,,,
2088,02/24/15 01:00:00 AM,6.331,85.302,,,,
2089,02/24/15 01:30:00 AM,6.077,81.746,,,,
2090,02/24/15 02:00:00 AM,5.154,86.705,,,,
2091,02/24/15 02:30:00 AM,6.636,88.203,,,,
2092,02/24/15 03:00:00 AM,5.128,86.337,,,,
2093,02/24/15 03:30:00 AM,4.350,89.497,,,,
2094,02/24/15 04:00:00 AM,3.880,90.816,,,,
2095,02/24/15 04:30:00 AM,4.895,94.105,,,,
2096,02/24/15 05:00:00 AM,3.617,91.550,,,,
2097,02/24/15 05:30:00 AM,3.564,92.981,,,,
2098,02/24/15 06:00:00 AM,2.717,93.202,,,,
2099,02/24/15 06:30:00 AM,3.142,93.562,,,,
2100,02/24/15 07:00:00 AM,2.664,93.656,,,,
2101,02/24/15 07:30:00 AM,2.717,95.509,,,,
2102,02/24/15 08:00:00 AM,3.406,92.343,,,,
2103,02/24/15 08:30:00 AM,1.913,95.119,,,,
2104,02/24/15 09:00:00 AM,2.584,96.155,,,,
2105,02/24/15 09:30:00 AM,3.906,96.812,,,,
2106,02/24/15 10:00:00 AM,5.616,94.223,,,,
2107,02/24/15 10:30:00 AM,7.895,82.373,,,,
2108,02/24/15 11:00:00 AM,9.410,74.748,,,,
2109,02/24/15 11:30:00 AM,10.810,72.353,,,,
2110,02/24/15 12:00:00 PM,12.534,56.954,,,,
2111,02/24/15 12:30:00 PM,13.834,48.798,,,,
2112,02/24/15 01:00:00 PM,14.840,49.086,,,,
2113,02/24/15 01:30:00 PM,16.296,38.193,,,,
2114,02/24/15 02:00:00 PM,17.368,37.917,,,,
2115,02/24/15 02:30:00 PM,17.724,42.521,,,,
2116,02/24/15 03:00:00 PM,18.414,40.192,,,,
2117,02/24/15 03:30:00 PM,18.866,38.365,,,,
2118,02/24/15 04:00:00 PM,19.032,44.651,,,,
2119,02/24/15 04:30:00 PM,18.794,51.141,,,,
2120,02/24/15 05:00:00 PM,18.414,51.369,,,,
2121,02/24/15 05:30:00 PM,18.033,57.467,,,,
2122,02/24/15 06:00:00 PM,17.748,58.213,,,,
2123,02/24/15 06:30:00 PM,16.534,61.599,,,,
2124,02/24/15 07:00:00 PM,14.936,67.012,,,,
2125,02/24/15 07:30:00 PM,13.522,69.755,,,,
2126,02/24/15 08:00:00 PM,12.799,71.868,,,,
2127,02/24/15 08:30:00 PM,12.098,73.901,,,,
2128,02/24/15 09:00:00 PM,11.686,76.021,,,,
2129,02/24/15 09:30:00 PM,11.248,76.013,,,,
2130,02/24/15 10:00:00 PM,10.149,79.105,,,,
2131,02/24/15 10:30:00 PM,9.706,81.902,,,,
2132,02/24/15 11:00:00 PM,10.785,77.820,,,,
2133,02/24/15 11:30:00 PM,9.977,78.686,,,,
2134,02/25/15 12:00:00 AM,9.287,82.370,,,,
2135,02/25/15 12:30:00 AM,8.568,85.072,,,,
2136,02/25/15 01:00:00 AM,8.469,86.048,,,,
2137,02/25/15 01:30:00 AM,8.295,85.692,,,,
2138,02/25/15 02:00:00 AM,8.568,83.033,,,,
2139,02/25/15 02:30:00 AM,8.444,86.488,,,,
2140,02/25/15 03:00:00 AM,8.965,84.796,,,,
2141,02/25/15 03:30:00 AM,7.895,86.068,,,,
2142,02/25/15 04:00:00 AM,9.583,78.492,,,,
2143,02/25/15 04:30:00 AM,9.163,81.350,,,,
2144,02/25/15 05:00:00 AM,8.095,85.224,,,,
2145,02/25/15 05:30:00 AM,7.544,86.376,,,,
2146,02/25/15 06:00:00 AM,7.268,87.427,,,,
2147,02/25/15 06:30:00 AM,8.668,82.363,,,,
2148,02/25/15 07:00:00 AM,8.519,80.695,,,,
2149,02/25/15 07:30:00 AM,10.124,70.671,,,,
2150,02/25/15 08:00:00 AM,9.731,73.397,,,,
2151,02/25/15 08:30:00 AM,9.952,71.482,,,,
2152,02/25/15 09:00:00 AM,10.443,68.605,,,,
2153,02/25/15 09:30:00 AM,10.932,66.980,,,,
2154,02/25/15 10:00:00 AM,11.370,66.715,,,,
2155,02/25/15 10:30:00 AM,11.589,67.531,,,,
2156,02/25/15 11:00:00 AM,12.727,65.599,,,,
2157,02/25/15 11:30:00 AM,13.978,61.947,,,,
2158,02/25/15 12:00:00 PM,15.223,57.790,,,,
2159,02/25/15 12:30:00 PM,16.272,54.550,,,,
2160,02/25/15 01:00:00 PM,17.177,51.911,,,,
2161,02/25/15 01:30:00 PM,17.819,50.915,,,,
2162,02/25/15 02:00:00 PM,18.580,50.519,,,,
2163,02/25/15 02:30:00 PM,19.389,46.410,,,,
2164,02/25/15 03:00:00 PM,19.888,44.499,,,,
2165,02/25/15 03:30:00 PM,20.436,44.340,,,,
2166,02/25/15 04:00:00 PM,20.460,46.130,,,,
2167,02/25/15 04:30:00 PM,20.198,46.320,,,,
2168,02/25/15 05:00:00 PM,19.603,47.513,,,,
2169,02/25/15 05:30:00 PM,18.509,50.946,,,,
2170,02/25/15 06:00:00 PM,16.987,54.807,,,,
2171,02/25/15 06:30:00 PM,15.772,59.380,,,,
2172,02/25/15 07:00:00 PM,14.936,63.024,,,,
2173,02/25/15 07:30:00 PM,14.242,66.043,,,,
2174,02/25/15 08:00:00 PM,13.834,67.711,,,,
2175,02/25/15 08:30:00 PM,13.522,68.778,,,,
2176,02/25/15 09:00:00 PM,13.064,71.153,,,,
2177,02/25/15 09:30:00 PM,12.630,73.304,,,,
2178,02/25/15 10:00:00 PM,12.195,75.932,,,,
2179,02/25/15 10:30:00 PM,11.880,78.053,,,,
2180,02/25/15 11:00:00 PM,11.565,79.905,,,,
2181,02/25/15 11:30:00 PM,11.419,81.233,,,,
2182,02/26/15 12:00:00 AM,11.248,81.845,,,,
2183,02/26/15 12:30:00 AM,11.175,81.558,,,,
2184,02/26/15 01:00:00 AM,11.078,81.482,,,,
2185,02/26/15 01:30:00 AM,10.712,82.775,,,,
2186,02/26/15 02:00:00 AM,10.736,82.377,,,,
2187,02/26/15 02:30:00 AM,10.638,82.409,,,,
2188,02/26/15 03:00:00 AM,10.638,82.112,,,,
2189,02/26/15 03:30:00 AM,10.001,85.093,,,,
2190,02/26/15 04:00:00 AM,9.952,85.611,,,,
2191,02/26/15 04:30:00 AM,10.051,85.819,,,,
2192,02/26/15 05:00:00 AM,10.100,85.910,,,,
2193,02/26/15 05:30:00 AM,9.312,86.250,,,,
2194,02/26/15 06:00:00 AM,8.270,91.027,,,,
2195,02/26/15 06:30:00 AM,8.095,92.614,,,,
2196,02/26/15 07:00:00 AM,7.995,93.448,,,,
2197,02/26/15 07:30:00 AM,7.795,94.051,,,,
2198,02/26/15 08:00:00 AM,8.020,95.016,,,,
2199,02/26/15 08:30:00 AM,8.717,94.749,,,,
2200,02/26/15 09:00:00 AM,9.114,95.006,,,,
2201,02/26/15 09:30:00 AM,9.903,91.597,,,,
2202,02/26/15 10:00:00 AM,10.467,91.381,,,,
2203,02/26/15 10:30:00 AM,11.734,85.980,,,,
2204,02/26/15 11:00:00 AM,12.413,80.391,,,,
2205,02/26/15 11:30:00 AM,13.257,76.291,,,,
2206,02/26/15 12:00:00 PM,13.786,68.251,,,,
2207,02/26/15 12:30:00 PM,14.242,65.693,,,,
2208,02/26/15 01:00:00 PM,14.074,61.045,,,,
2209,02/26/15 01:30:00 PM,14.601,56.639,,,,
2210,02/26/15 02:00:00 PM,14.745,56.691,,,,
2211,02/26/15 02:30:00 PM,14.984,56.425,,,,
2212,02/26/15 03:00:00 PM,14.888,54.652,,,,
2213,02/26/15 03:30:00 PM,14.984,54.818,,,,
2214,02/26/15 04:00:00 PM,15.438,51.084,,,,
2215,02/26/15 04:30:00 PM,15.031,50.411,,,,
2216,02/26/15 05:00:00 PM,14.649,53.733,,,,
2217,02/26/15 05:30:00 PM,13.690,56.621,,,,
2218,02/26/15 06:00:00 PM,13.112,58.748,,,,
2219,02/26/15 06:30:00 PM,12.606,61.924,,,,
2220,02/26/15 07:00:00 PM,11.321,65.118,,,,
2221,02/26/15 07:30:00 PM,10.663,68.504,,,,
2222,02/26/15 08:00:00 PM,10.394,69.874,,,,
2223,02/26/15 08:30:00 PM,10.075,71.618,,,,
2224,02/26/15 09:00:00 PM,9.731,73.341,,,,
2225,02/26/15 09:30:00 PM,9.262,74.883,,,,
2226,02/26/15 10:00:00 PM,8.891,77.498,,,,
2227,02/26/15 10:30:00 PM,8.841,78.114,,,,
2228,02/26/15 11:00:00 PM,8.120,80.283,,,,
2229,02/26/15 11:30:00 PM,7.970,81.430,,,,
2230,02/27/15 12:00:00 AM,7.444,83.225,,,,
2231,02/27/15 12:30:00 AM,6.712,86.331,,,,
