Plot ID,1346,,Sampler(s),"MK,MO,AC,KO",,,,,Date ,20180706,,,,,,,,
Notes,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Height,BD,,,Height ,Count >50,,
Quad,Type,Tree Tag No., X (cm),Y (cm),Species,Survival,Basal,Epicormic,Apical,% Living Canopy ,SA or Stump Height (cm),SA or Stump BD (cm),SA  Stem#,DBH (cm),Basal resrpout (height),Basal Resprout count ,Tag pulled,Notes
B1,TR,5126,,,QUEGAR,1,0,1,1,2,,,,22.4,,,0,
B1,SA,5125,,,CERBET,0,1,,,,,1.07,0,,56,1,0,
B1,SA,5124,,,QUEAGR,0,1,,,,,1.16,0,,29.5,0,0,
B1,SA,5123,,,CERBET,0,1,,,,,0.83,0,,35.1,0,0,
B1,SA,5121,,,CERBET,0,1,,,,,1.14,0,,36,0,0,
C1,SA,5084,,,CERBET,0,1,,,,,0.51,0,,24.8,0,0,WRONG QUAD
B1,SA,5085,,,CERBET,0,0,,,,,,,,,,0,GONE
C1,SA,5130,,,CERBET,0,0,,,,,0.88,0,,,,0,
C1,SA,5599,220,345,CERBET,0,1,,,,,1.2,0,,67.6,1,0,NEW SA
C1,SA,5106,,,CERBET,0,1,,,,,1.12,0,,51.7,1,0,
C1,SA,5082,,,CERBET,0,0,,,,,,,,,,0,GONE
C1,SA,5083,,,CERBET,0,1,,,,,0.58,0,,35.1,0,0,
C1,SA,5105,,,CERBET,0,0,,,,,0.62,0,,,,0,
C1,SA,5107,,,AMOCAL,0,0,,,,,,,,,,0,GONE
C1,TS,5127,,,ARBMEN,0,0,,,,,,,,,,0,GONE
C2,SA,5598,425,265,AMOCAL,0,1,,,,,1.24,0,,133.9,8,0,NEW SA
C2,TR,5101,,,QUEGAR,1,1,0,1,3,,,,27.4,,,0,
D2,TR,5132,,,QUEGAR,1,0,0,1,4,,,,42.2,,,0,
D2,TR,5131,,,QUEGAR,1,0,0,1,2,,,,14.1,,,0,
C2,TR,5103,,,QUEGAR,1,1,0,1,3,,,,26.2,,,0,TAG GONE
C2,SA,5087,,,HETARB,0,1,,,,,0.89,0,,39.3,0,0,
C3,SA,5109,,,AMOCAL,0,1,,,,,,,,105.3,11,0,OG DEAD/ GONE
C3,SA,5109.1,,,AMOCAL,0,0,,,,,,,,,,1,TAG RECOVRED
C3,TS,5109.2,,,AMOCAL,0,0,,,,,,,,,,1,TAG RECOVRED
C3,SA,5089,,,HETARB,0,1,,,,,1.69,0,,55.8,2,0,
C3,SA,5597,,,AMOCAL,1,0,,,,57.8,0.59,0,,,,0,NEW SA
C3,SA,5090,,,AMOCAL,0,1,,,,,0.62,0,,77.1,1,0,
C3,SA,5645,66,295,QUEKEL,1,0,,,,69.9,0.51,0,,,,0,NEW SA
C3,TR,5093,,,AMOCAL,0,1,0,0,0,,2.2,0,1.22,109.5,11,0,OG DEAD 
C3,SA,5091,,,AMOCAL,0,1,,,,,0.88,0,,91.5,4,0,OG DEAD 
C3,SA,5092,,,AMOCAL,0,1,,,,,0.5,0,,96.5,3,0,
C3,SA,5112,,,AMOCAL,0,0,,,,,,,,,,0,
C3,SA,5088,,,HETARB,0,0,,,,,,,,,,0,
C4,SA,5110,,,AMOCAL,0,1,,,,,0.17,0,,114.5,12,0,
C4,SA,5646,168,158,AMOCAL,1,0,,,,71.4,0.48,0,,,,0,NEW SA
C4,TR,5129,,,QUEAGR,0,1,0,0,0,,3.21,0,1.35,79.3,7,0,
C4,TR,5128,,,AMOCAL,0,1,0,0,0,,,,,178.2,8,0,DEAD AND GONE
C4,TS,5128.1,,,AMOCAL,0,0,,,,,,,,,,1,DEAD AND GONE
C4,TS,5128.2,,,AMOCAL,0,0,,,,,,,,,,1,DEAD AND GONE
C4,TS,5128.3,,,AMOCAL,0,0,,,,,,,,,,1,DEAD AND GONE
C4,TS,5128.4,,,AMOCAL,0,0,,,,,,,,,,1,DEAD AND GONE
C4,TR,5108,,,QUEGAR,0,0,0,0,0,,,,22.3,,,0,
C4,SA,5111,,,AMOCAL,0,1,,,,,,,,103.8,11,0,NEEDS TAG? OG GONE
D4,SA,5139,,,AMOCAL,0,1,,,,,1.5,0,,143.1,9,0,
D4,SA,5647,40,166,AMOCAL,1,0,,,,118,0.51,0,,,,0,
D4,SA,5137,,,AMOCAL,0,0,,,,,1.93,0,,119,14,0,
D4,TR,5140,,,QUEGAR,1,0,1,1,1,,,,17.1,,,0,
D4,TR,5141,,,QUEGAR,1,1,1,1,2,,,,23.5,,,0,
D4,TR,5142,,,QUEGAR,1,0,1,1,3,,,,27.2,,,0,
D4,SA,5138,,,ARCMAN,0,0,,,,,0.69,0,,,,0,
D4,TR,5143,,,UMBCAL,1,1,1,1,2,,,,10.6,155.4,14,0,
D4,TR,5143.1,,,UMBCAL,0,1,0,0,0,,,,5.01,99,6,0,
D4,TR,5143.2,,,UMBCAL,0,0,0,0,0,,,,3.17,,,0,
D4,TR,5143.3,,,UMBCAL,0,1,0,0,0,,,,2.11,139.5,6,0,
D4,TS,5143.4,,,UMBCAL,0,0,,,,,,,,,,0,DEAD AND GONE
D3,TR,5144,,,UMBCAL,0,1,0,0,0,,,,5.13,133.2,3,0,
D3,TS,5144.1,,,UMBCAL,0,1,,,,,1.99,0,0.43,166.3,3,0,
D2,TR,5135,,,UMBCAL,1,1,1,1,2,,,,18.5,145.5,23,0,
D2,TS,5135.1,,,UMBCAL,0,0,,,,,1.42,0,,,,0,
D2,TR,5134,,,UMBCAL,1,1,1,1,2,,,,16.6,154.4,21,0,
D2,TR,5134.1,,,UMBCAL,0,0,0,0,0,,,,1.63,,,0,
D2,TS,5134.2,,,UMBCAL,0,0,,,,,1.21,0,,,,0,
D2,TR,5133,,,UMBCAL,1,1,1,1,1,,,,15.9,155.6,12,0,
D2,TR,5133.1,,,UMBCAL,0,0,0,0,0,,,,1.6,,,0,
D2,TS,5133.2,,,UMBCAL,0,0,,,,,1.68,0,,,,0,
D2,TR,5145,,,HETARB,0,1,0,0,0,,,,5.94,80.6,1,0,
D2,TR,5145.1,,,HETARB,0,0,0,0,0,,,,3.99,,,0,
D2,TR,5145.2,,,HETARB,0,1,0,0,0,,,,3.77,80.5,12,0,
D2,TR,5145.3,,,HETARB,0,0,0,0,0,,,,1.37,,,0,
D2,TR,5145.4,,,HETARB,0,0,0,0,0,,,,2.11,,,0,
D2,TR,5145.5,,,HETARB,0,0,0,0,0,,,,1.72,,,0,
