DATE,PLOT,INITALS,SPECIES,A2_cover,A2_pheno,A3_cover,A3_pheno,A4_cover,A4_pheno,B4_cover,B4_pheno,C4_cover,C4_pheno,D4_cover,D4_pheno,D3_cover,D3_pheno,D2_cover,D2_pheno,D1_cover,D1_pheno,C1_cover,C1_pheno,B1_cover,B1_pheno,A1_cover,A1_pheno,NOTES
20190507,1321,"MK,MO",ADIJOR,,,,,,,,,,,,,,,,,,,,,,,,,
20190507,1321,"MK,MO",ANIMAD,,,,,1,V,,,2,V,5,FL,1,FL,,,4,V,,,,,4,V,
20190507,1321,"MK,MO",MADGRA,,,,,,,,,,,1,V,1,V,,,,,,,1,V,,,TALL ASTER ON DS
20190507,1321,"MK,MO",BRIMAX,,,,,,,,,,,,,,,,,,,,,,,,,
20190507,1321,"MK,MO",BRODIA,,,,,,,,,,,1,FL,,,,,1,FL,5,FL,1,FL,,,
20190507,1321,"MK,MO",CALAMA,,,,,,,,,,,,,,,,,,,,,,,,,
20190507,1321,"MK,MO",CARCAL,,,,,,,,,3,FR,3,FR,,,3,FR,2,V,1,V,2,FR,1,V,
20190507,1321,"MK,MO",CARPYC,,,,,,,,,,,,,,,,,,,,,,,,,
20190507,1321,"MK,MO",CERGLO,,,,,,,,,,,,,,,2,FR,,,,,,,1,FR,
20190507,1321,"MK,MO",CHLPOM,,,,,,,,,,,,,,,,,,,,,,,2,V,
20190507,1321,"MK,MO",CLAPAR,,,,,,,,,,,,,,,,,,,,,,,,,LINEAR LVS
20190507,1321,"MK,MO",CLAPER,,,,,,,,,,,1,FL,,,,,,,,,,,,,
20190507,1321,"MK,MO",CYNECH,,,,,,,,,,,3,FR,,,,,,,1,FR,,,,,
20190507,1321,"MK,MO",CYNGRA,20,V,,,,,,,,,,,,,,,,,,,,,5,V,
20190507,1321,"MK,MO",DICCAP,,,,,,,,,,,,,,,,,,,,,,,,,
20190507,1321,"MK,MO",DICCON,,,,,,,,,,,,,,,,,,,,,,,,,
20190507,1321,"MK,MO",DRYARG,,,,,,,,,28,FL,,,,,,,,,,,,,,,
20190507,1321,"MK,MO",ELYGLA,,,,,,,,,3,FL,15,V,2,FL,4,V,5,V,2,V,,,1,V,
20190507,1321,"MK,MO",FESCAL,,,,,,,,,,,,,,,,,,,,,,,,,
20190507,1321,"MK,MO",FRIAFF,,,,,,,,,,,,,,,,,,,,,,,,,
20190507,1321,"MK,MO",GALAPA,1,FR,,,,,1,FR,3,FR,1,FR,3,FR,4,FR,3,FR,3,FR,5,FR,2,FR,
20190507,1321,"MK,MO",GALCAL,,,5,V,,,,,,,,,,,,,,,,,,,,,
20190507,1321,"MK,MO",GALPOR,,,,,,,,,,,,,,,,,,,,,,,,,
20190507,1321,"MK,MO",HEUMIC,,,,,,,,,,,,,,,,,,,,,,,,,HEUCHERA MICRANTHA
20190507,1321,"MK,MO",LATVES,5,V,25,V,4,V,2,V,3,V,,,,,8,V,5,V,40,V,15,V,10,V,"MOSTLY VERTICLE, CLIMBING BY SAP"
20190507,1321,"MK,MO",LONHIS,,,,,,,,,,,,,,,,,,,12,V,,,,,
20190507,1321,"MK,MO",LUZCOM,,,,,,,,,,,,,1,V,,,,,1,FR,,,,,REALLY SMALL BUNCH GRASS/JUNCUS LIKE
20190507,1321,"MK,MO",LYSLAT,,,,,,,,,,,,,,,,,,,,,,,,,
20190507,1321,"MK,MO",MELGEY,,,,,25,V,15,FL,3,V,,,8,FL,,,1,V,2,FL,5,FL,3,FL,
20190507,1321,"MK,MO",MELTOR,3,V,,,,,,,,,,,,,,,,,,,,,,,
20190507,1321,"MK,MO",NEMHET,5,FR,,,,,,,4,FR,1,FR,4,FR,7,FR,,,2,FR,3,FR,2,FR,
20190507,1321,"MK,MO",OSMBER,,,1,V,,,,,2,V,8,FR,7,V,,,4,FR,,,1,V,1,V,
20190507,1321,"MK,MO",PROHOO,,,,,6,V,,,,,,,6,V,,,,,,,,,8,FR,
20190507,1321,"MK,MO",RANOCC,,,,,,,,,,,3,V,,,,,6,FL,2,V,3,V,,,
20190507,1321,"MK,MO",ROSGYM,,,,,,,,,2,V,,,,,,,,,,,4,V,,,
20190507,1321,"MK,MO",ROSSPI,,,,,,,,,,,,,,,,,,,,,4,V,,,
20190507,1321,"MK,MO",SANCRA,6,V,1,V,1,V,3,V,7,V,8,V,7,V,5,V,3,V,4,V,2,V,4,V,
20190507,1321,"MK,MO",SANLAC,2,V,1,V,,,,,,,,,,,,,,,,,1,V,3,V,
20190507,1321,"MK,MO",SILLAC,,,,,4,V,,,,,5,V,,,,,,,15,V,4?,V,,,UNK.CARY ON DATASHEET/ LARGE LVS
20190507,1321,"MK,MO",SONASP,,,,,,,,,,,,,,,,,,,,,,,,,
20190507,1321,"MK,MO",STARIG,10,V,,,,,3,V,5,FL,2,V,12,V,,,,,18,FL,2,V,5,V,
20190507,1321,"MK,MO",STEMED,,,,,,,,,,,,,,,,,2,V,1,V,,,,,
20190507,1321,"MK,MO",SYMALB,,,,,,,,,,,,,,,,,,,,,,,,,
20190507,1321,"MK,MO",TAUKEL,15,FL,1,V,,,,,8,FL,,,,,,,,,,,,,,,
20190507,1321,"MK,MO",TONTEN,,,,,,,,,,,1,FR,,,5,FL,,,1,FR,2,FR,1,FR,
20190507,1321,"MK,MO",TORARV,6,V,3,V,3,V,4,V,3,V,12,V,8,V,12,V,8,V,2,V,9,V,5,V,
20190507,1321,"MK,MO",TOXDIV,8,V,6,V,5,V,7,V,6,V,8,V,15,V,4,V,6,V,,,3,V,3,V,
20190507,1321,"MK,MO",TOXFRE,,,,,,,,,,,,,,,,,,,,,,,,,
20190507,1321,"MK,MO",VICHIR,,,,,,,,,4,FL,,,,,,,,,,,,,,,"VERY SMALL WHITE FLOWERS, THIN LEAFLETS, Vicia hirsuta"
20190507,1321,"MK,MO",VICSAT,4,V,1,V,,,1,V,2,V,3,V,,,3,FL,5,V,3,V,3,V,2,V,
20190507,1321,"MK,MO",YABMIC,,,,,,,,,,,,,,,,,,,,,,,,,
