DATE,PLOT,INITALS,SPECIES,A2_cover,A2_pheno,A3_cover,A3_pheno,A4_cover,A4_pheno,B4_cover,B4_pheno,C4_cover,C4_pheno,D4_cover,D4_pheno,D3_cover,D3_pheno,D2_cover,D2_pheno,D1_cover,D1_pheno,C1_cover,C1_pheno,B1_cover,B1_pheno,A1_cover,A1_pheno,NOTES
20190504,1312,"MK, MO",ADIJOR,,,,,,,,,,,,,,,,,,,3,V,8,FL,8,V,
20190504,1312,"MK, MO",ANIMAD,,,1,V,,,5,V,1,V,5,V,,,,,,,3,V,3,V,,,
20190504,1312,"MK, MO",CARCAL,,,,,,,,,,,,,,,,,,,2,FR,,,,,
20190504,1312,"MK, MO",CERGLO,,,,,,,,,,,,,,,,,,,2,FR,,,,,
20190504,1312,"MK, MO",CHLPOM,,,,,,,,,,,1,V,,,,,,,,,,,,,
20190504,1312,"MK, MO",DICCON,,,,,,,,,,,,,,,,,,,,,,,,,
20190504,1312,"MK, MO",FESCAL,,,,,,,,,,,,,,,,,,,6,V,,,,,
20190504,1312,"MK, MO",GALAPA,5,FR,,,3,FR,2,FR,1,FR,,,,,,,,,2,FR,2,FR,,,
20190504,1312,"MK, MO",GALPOR,,,,,,,,,1,FR,,,,,,,,,,,,,,,
20190504,1312,"MK, MO",IRIMAC,,,,,2,V,1,V,,,,,,,,,,,,,,,,,
20190504,1312,"MK, MO",LATVES,,,,,,,,,,,,,,,,,,,,,,,,,
20190504,1312,"MK, MO",LITHET,,,,,,,,,,,,,,,,,,,1,V,,,,,
20190504,1312,"MK, MO",LONHIS,,,,,,,,,,,,,,,,,1,V,,,,,,,
20190504,1312,"MK, MO",MELGEY,1,FL,,,,,5,V,,,,,,,,,,,,,,,3,V,
20190504,1312,"MK, MO",MELTOR,1,FL,,,,,,,,,,,,,,,,,,,,,,,
20190504,1312,"MK, MO",NEMHET,,,2,FL,,,1,FR,,,,,,,,,,,,,1,FL,,,
20190504,1312,"MK, MO",OSMBER,,,,,1,V,3,V,,,,,,,,,2,V,,,,,1,V,
20190504,1312,"MK, MO",PENTRI,6,FR,,,,,,,,,,,,,,,,,2,V,6,V,2,V,
20190504,1312,"MK, MO",POLCAL,1,V,,,,,,,,,,,,,,,,,,,,,,,
20190504,1312,"MK, MO",POLYPOCAL,,,,,,,,,,,,,,,,,,,,,,,,,
20190504,1312,"MK, MO",PTEAQU,,,,,,,,,,,,,,,,,,,,,,,,,
20190504,1312,"MK, MO",RANOCC,,,,,,,3,V,,,,,,,,,,,,,,,,,
20190504,1312,"MK, MO",SANCRA,,,3,V,1,V,3,V,5,V,5,V,1,V,,,8,V,5,V,10,V,3,V,
20190504,1312,"MK, MO",SILLAC,,,,,,,,,,,,,,,,,,,,,,,,,UNK CARY ON DATASHEET
20190504,1312,"MK, MO",STARIG,,,,,,,,,,,2,V,,,,,,,,,,,2,V,
20190504,1312,"MK, MO",SYMALB,,,2,V,,,,,,,,,,,,,,,,,2,V,,,
20190504,1312,"MK, MO",TORARV,,,1,V,,,2,V,,,,,,,,,,,2,V,2,V,,,
20190504,1312,"MK, MO",TOXDIV,25,V,3,V,30,V,20,V,15,V,25,FL,10,V,9,V,1,V,,,2,V,6,V,
20190504,1312,"MK, MO",TRIF_SP,,,1,V,,,,,,,,,,,,,,,,,,,,,
20190504,1312,"MK, MO",VICAME,,,,,,,,,,,,,,,,,,,,,,,,,
