DATE,PLOT,INITALS,SPECIES,A2_cover,A2_pheno,A3_cover,A3_pheno,A4_cover,A4_pheno,B4_cover,B4_pheno,C4_cover,C4_pheno,D4_cover,D4_pheno,D3_cover,D3_pheno,D2_cover,D2_pheno,D1_cover,D1_pheno,C1_cover,C1_pheno,B1_cover,B1_pheno,A1_cover,A1_pheno,NOTES
20190423,1301,"MK, TT, MO, TH",ACHMIL,,,,,,,,,,,,,,,,,,,,,,,,,
20190423,1301,"MK, TT, MO, TH",ACMPAR,2,FL,,,,,,,,,,,,,,,,,1,FL,1,FL,2,V,
20190423,1301,"MK, TT, MO, TH",ADIJOR,,,,,,,2,V,,,,,,,,,,,,,,,,,
20190423,1301,"MK, TT, MO, TH",AIRCAR,,,,,,,,,,,,,,,,,,,,,,,,,
20190423,1301,"MK, TT, MO, TH",ASTER 1,2,V,,,,,,,,,,,3,V,1,V,,,3,V,2,FL,4,V,
20190423,1301,"MK, TT, MO, TH",ASTER 2,,,,,,,,,,,,,2,V,1,V,,,,,,,2,V,"SKINNY LVS, FAT ROUND ON ENDS, VERY FUZZY "
20190423,1301,"MK, TT, MO, TH",ASTER 3,,,,,,,,,,,,,,,,,2,V,,,,,,,"HAIRY DEEP LOBES, ALSO @1340"
20190423,1301,"MK, TT, MO, TH",AVEBAR,35,V,40,V,10,V,5,V,,,,,2,FL,,,10,FL,15,FL,26,FL,20,FL,
20190423,1301,"MK, TT, MO, TH",BRADIS,,,,,,,,,,,25,V,2,FL,,,,,,,,,,,
20190423,1301,"MK, TT, MO, TH",BRIMAX,,,5,V,25,V,,,2,V,2,FR,15,V,10,FL,,,10,FL,15,FL,15,FL,
20190423,1301,"MK, TT, MO, TH",BRIMIN,,,,,,,,,,,,,,,,,,,,,,,,,
20190423,1301,"MK, TT, MO, TH",BRIMIN,,,,,,,,,,,,,,,,,,,,,,,,,
20190423,1301,"MK, TT, MO, TH",BRODIA,20,V,25,V,40,V,45,V,6,V,25,V,,,,,1,FL,,,,,,,
20190423,1301,"MK, TT, MO, TH",BROHOR,,,,,,,,,,,,,,,1,V,,,3,FL,,,,,
20190423,1301,"MK, TT, MO, TH",BRY_SP,,,,,6,V,,,8,V,5,V,,,,,,,,,,,,,
20190423,1301,"MK, TT, MO, TH",CARCAL,,,,,,,,,,,,,,,1,FR,,,,,,,2,FR,
20190423,1301,"MK, TT, MO, TH",CHLPOM,,,,,,,,,,,,,,,,,,,,,,,,,
20190423,1301,"MK, TT, MO, TH",CLAPAR,1,FL,2,FL,2,FR,2,FL,2,FR,2,FR,,,,,,,,,,,,,MINIATURE
20190423,1301,"MK, TT, MO, TH",CLAPAR,,,,,,,,,,,,,,,,,5,FR,,,,,,,
20190423,1301,"MK, TT, MO, TH",COL_SP ,,,,,,,,,,,,,,,,,,,,,,,,,NOT COLSPA
20190423,1301,"MK, TT, MO, TH",CYNECH,,,,,1,FR,,,2,V,1,FR,1,FL,2,FL,,,,,,,,,
20190423,1301,"MK, TT, MO, TH",DELPAT,,,,,,,,,,,,,,,,,,,,,,,,,
20190423,1301,"MK, TT, MO, TH",DICCAP,,,,,,,,,,,,,,,,,,,,,1,V,,,
20190423,1301,"MK, TT, MO, TH",ELYGLA,,,,,,,,,18,V,,,,,,,,,,,,,,,
20190423,1301,"MK, TT, MO, TH",ERICAN,,,,,,,,,,,,,4,V,,,,,,,,,,,HORSEWEED
20190423,1301,"MK, TT, MO, TH",FRIAFF,,,,,,,,,,,,,,,,,,,,,,,,,
20190423,1301,"MK, TT, MO, TH",GALAPA,,,1,V,,,,,,,,,,,,,,,,,,,,,
20190423,1301,"MK, TT, MO, TH",GALCAL,1,V,,,6,V,,,,,,,,6,V,5,V,3,V,,,1,V,,
20190423,1301,"MK, TT, MO, TH",GALPAR,,,3,V,3,FR,4,FR,3,FR,2,FR,1,FR,1,FR,2,FR,,,5,FR,1,FR,
20190423,1301,"MK, TT, MO, TH",GALPOR,,,,,,,,,,,,,,,,,,,,,,,,,
20190423,1301,"MK, TT, MO, TH",HYPGLA,,,,,,,,,,,,,,,,,,,,,,,,,
20190423,1301,"MK, TT, MO, TH",HYPPER,,,,,,,,,,,,,,,,,,,,,,,1,V,
20190423,1301,"MK, TT, MO, TH",IRI_SP,,,,,,,2,V,,,,,,,,,,,,,,,,,IRIS SP NOT FLOWERING 
20190423,1301,"MK, TT, MO, TH",LATSHP,,,3,V,6,V,,,6,V,4,V,3,V,1,V,1,V,1,V,,,,,
20190423,1301,"MK, TT, MO, TH",LUPNAN,,,,,,,,,,,,,,,,,,,8,FR,1,FR,2,FR,
20190423,1301,"MK, TT, MO, TH",LUZCOM,,,3,V,,,,,,,,,,,,,7,FL,,,,,,,SAYS JUNCUS SP ON DS
20190423,1301,"MK, TT, MO, TH",MEDPOL,,,,,,,,,,,,,,,,,,,,,1,V,,,
20190423,1301,"MK, TT, MO, TH",MELCAL,,,,,,,,,,,,,5,FL,,,,,,,,,,,
20190423,1301,"MK, TT, MO, TH",MELGEY,,,,,,,,,,,,,,,,,,,,,,,,,
20190423,1301,"MK, TT, MO, TH",MELTOR,,,,,,,,,,,,,,,,,,,,,,,,,
20190423,1301,"MK, TT, MO, TH",NEMHET,,,3,V,2,FL,8,FR,6,FL,5,FL,,,,,,,,,,,,,
20190423,1301,"MK, TT, MO, TH",PRIHEN,,,,,,,,,,,,,1,V,,,,,,,,,1,FR,
20190423,1301,"MK, TT, MO, TH",RANOCC,2,FL,5,FL,6,FL,4,FL,10,FL,9,FL,3,V,4,FL,3,FL,7,FL,4,V,,,
20190423,1301,"MK, TT, MO, TH",SANCRA,6,V,10,V,10,V,6,V,15,V,10,V,,,,,,,15,FL,3,FL,10,V,
20190423,1301,"MK, TT, MO, TH",SHEARV,5,FL,,,,,,,,,,,1,FL,,,,,2,V,1,V,1,V,
20190423,1301,"MK, TT, MO, TH",SISBEL,,,,,,,,,,,,,,,,,,,,,,,,,
