DATE,PLOT,INITALS,SPECIES,A2_cover,A2_pheno,A3_cover,A3_pheno,A4_cover,A4_pheno,B4_cover,B4_pheno,C4_cover,C4_pheno,D4_cover,D4_pheno,D3_cover,D3_pheno,D2_cover,D2_pheno,D1_cover,D1_pheno,C1_cover,C1_pheno,B1_cover,B1_pheno,A1_cover,A1_pheno,NOTES
20230429,1335,"MK, RLO",IRI_SP,4,FL,1,V,,,,,,,,,1,V,,,,,,,,,,,LONG TAPERED PETIOLE
20230429,1335,"MK, RLO",TORARV,4,FL,4,V,6,V,1,V,5,V,2,V,3,V,6,V,1,V,2,V,3,V,4,FL,
20230429,1335,"MK, RLO",LATVES,3,V,3,V,5,V,3,V,,,6,V,,,,,,,,,,,,,
20230429,1335,"MK, RLO",VICSAT,2,FL,2,FL,2,FL,1,V,1,V,,,,,,,,,,,,,,,
20230429,1335,"MK, RLO",TRILAX,,,1,V,,,,,2,V,,,,,,,,,,,,,,,
20230429,1335,"MK, RLO",GALAPA,,,2,FR,1,FR,1,FR,,,1,FR,1,FR,1,FR,1,FR,1,FR,1,FR,1,FR,
20230429,1335,"MK, RLO",SANCRA,2,V,3,V,2,V,,,5,V,,,,,2,V,1,V,2,V,1,V,,,
20230429,1335,"MK, RLO",CARCAL,1,FR,2,V,2,V,2,FR,2,FR,1,FR,,,2,FR,,,1,FR,1,V,,,
20230429,1335,"MK, RLO",OSMBER,1,V,2,V,,,,,2,V,,,,,,,,,,,,,,,
20230429,1335,"MK, RLO",BRODIA,2,FL,,,,,,,,,,,1,FL,1,FL,,,1,FL,,,1,FL,
20230429,1335,"MK, RLO",DIC_SP,,,1,V,,,,,1,V,,,,,,,,,,,,,,,
20230429,1335,"MK, RLO",RANOCC,,,1,FL,1,V,1,FR,2,FL,,,,,,,,,,,,,,,
20230429,1335,"MK, RLO",NEMHET,,,1,FL,,,,,2,FL,,,1,FL,1,FL,,,,,2,FL,,,
20230429,1335,"MK, RLO",MADGRA,1,V,,,,,,,,,,,,,,,,,,,,,,,
20230429,1335,"MK, RLO",CYNECH,,,,,4,V,,,,,,,,,,,,,,,,,,,
20230429,1335,"MK, RLO",MELGEY,,,,,1,V,2,FL,2,FL,1,FL,,,1,FL,,,1,FL,,,,,
20230429,1335,"MK, RLO",SANLAC,,,,,,,12,V,,,,,,,,,,,,,,,4,V,
20230429,1335,"MK, RLO",GALPAR,,,,,1,FR,,,,,,,,,,,,,,,,,1,FR,
20230429,1335,"MK, RLO",TOXDIV,,,,,,,,,5,V,,,,,,,,,,,,,1,V,
20230429,1335,"MK, RLO",ANIMAD,,,,,,,,,1,V,,,,,,,,,1,V,,,,,
20230429,1335,"MK, RLO",CYNGRA,,,,,,,,,1,V,,,,,,,,,,,,,,,
20230429,1335,"MK, RLO",CHLPOM,,,,,,,,,,,7,V,,,,,,,,,,,,,
20230429,1335,"MK, RLO",STARIG,,,,,,,,,,,,,4,V,,,,,,,,,,,
20230429,1335,"MK, RLO",STEMED,,,,,,,,,,,,,1,FL,,,,,,,,,,,
20230429,1335,"MK, RLO",HYPGLA,,,,,,,,,,,,,,,,,,,,,,,1,V,
20230429,1335,"MK, RLO",FESCAL,,,,,,,,,,,,,,,,,,,,,,,,,
20230429,1335,"MK, RLO",BRY_SP,,,,,,,,,,,,,,,,,,,,,,,,,
20230429,1335,"MK, RLO",CARPYC,,,,,,,,,,,,,,,,,,,,,,,,,
20230429,1335,"MK, RLO",CLAPAR,,,,,,,,,,,,,,,,,,,,,,,,,
20230429,1335,"MK, RLO",ELYELY,,,,,,,,,,,,,,,,,,,,,,,,,
20230429,1335,"MK, RLO",ELYGLA,,,,,,,,,,,,,,,,,,,,,,,,,
20230429,1335,"MK, RLO",GALPOR,,,,,,,,,,,,,,,,,,,,,,,,,
20230429,1335,"MK, RLO",LITAFF,,,,,,,,,,,,,,,,,,,,,,,,,LOOKS VERY DIFF THAN CUPCAKE DESPITE NOT FLOWERING
20230429,1335,"MK, RLO",LITHET,,,,,,,,,,,,,,,,,,,,,,,,,
20230429,1335,"MK, RLO",ROSGYM,,,,,,,,,,,,,,,,,,,,,,,,,
20230429,1335,"MK, RLO",TONTEN,,,,,,,,,,,,,,,,,,,,,,,,,
20230429,1335,"MK, RLO",BROSTE,,,,,,,,,,,,,,,,,,,,,,,,,
20230429,1335,"MK, RLO",LEOSAX,,,,,,,,,,,,,,,,,,,,,,,,,
20230429,1335,"MK, RLO",VICAME,,,,,,,,,,,,,,,,,,,,,,,,,
20230429,1335,"MK, RLO",HYPRAD,,,,,,,,,,,,,,,,,,,,,,,,,
